"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00155097","1961-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","403.8","0","140.0",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19610822",",,0","19610831","+,,0","19610831","+,,0","5","","19610821",",,0","19610830","+,,0","12.8",",0,22,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,21,","31.1",",0,30,+","0.3","0","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","103.4",",,,0","0",",,,0","22.84",",0","28.01",",,,0","17.67",",,,0","",""
"USC00155097","1961-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","535.0","0","131.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19610916",",,0","19610930","+,,0","19610930","+,,0","3","","19610901",",,0","19610923",",,0","5.0",",0,16,","0",",,0,30,+","0",",,0,30,+","10.7",",,0,01,","31.7",",0,23,","23.4","0","","","","","23.1",",0","","","","","","","","","","","","","","","","","","","","","17.3",",,,0","0",",,,0","21.94",",0","27.85",",,,0","16.02",",,,0","",""
"USC00155097","1961-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","548.4","0","13.4",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","0",",0","","","19611027",",,0","19611031","+,,0","19611031","+,,0","1","","19611001",",,0","19611013",",,0","-2.2",",0,27,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,01,","28.3",",0,13,","137.3","0","","","","","113.9",",0","","","","","","","","","","","","","","","","","","","","","50.1",",,,0","0",",,,0","15.09",",0","22.14",",,,0","8.04",",,,0","",""
"USC00155097","1961-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","553.1","0","4.7","1,0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0","1,0","3","1,0","0","1,0","","","19611129",",,0","19611130","+,,0","19611119",",,0","","","19611116",",,0","19611102",",1,0","-10.6",",0,29,","0",",,0,30,+","13",",,0,19,","21.8",",,0,16,","28.3","1,0,02,","414.5","0","","","","","277.2","1,0","","","","","","","","","","","","","","","","","","","","","94.2",",,,0","13",",,,0","8.85","1,0","14.31","1,,,0","3.39",",,,0","",""
"USC00155097","1961-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","553.1","0","0.0",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","20",",0","4",",0","1",",0","0",",0","","","19611229",",,0","19611231","+,,0","19611231","+,,0","","","19611209",",,0","19611203",",,0","-16.7",",0,29,","0",",T,0,31,+","0",",T,0,31,+","52.8",",,0,09,","21.1",",0,03,","869.8","0","","","","","455.3",",0","","","","","","","","","","","","","","","","","","","","","155.7",",,,0","0",",T,,0","3.65",",0","8.56",",,,0","-1.27",",,,0","",""
"USC00155097","1962-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","13",",0","8",",0","2",",0","2",",0","1",",0","3",",0","24",",0","6",",0","1",",0","0",",0","1","","19620111",",,0","19620119",",,0","19620119",",,0","","","19620122",",,0","19620126",",,0","-24.4",",0,11,","76",",,0,19,","76",",,0,19,","39.4",",,0,22,","21.1",",0,26,","1417.4","0","","","","","547.6",",0","","","","","","","","","","","","","","","","","","","","","150.6",",,,0","107",",,,0","0.67",",0","6.17",",,,0","-4.84",",,,0","",""
"USC00155097","1962-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","2,0","10",",0","9",",0","5",",0","0",",0","1",",0","0","2,0","11","2,0","0",",0","3",",0","0",",0","1","","19620207",",2,0","19620228","+,,0","19620208",",,0","6","","19620226",",,0","19620213",",,0","-16.7","2,0,07,","0",",,0,28,+","25",",,0,08,","80.8",",,0,26,","27.8",",0,13,","1719.6","0","","","","","302.2",",0","","","","","","","","","","","","","","","","","","","","","262.3",",,,0","25",",,,0","6.88","2,0","13.61",",,,0","0.16","2,,,0","",""
"USC00155097","1962-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.3","0","0.3",",0","11",",0","7",",0","3",",0","0",",0","0",",0","0",",0","13",",0","0",",0","3",",0","0",",0","","","19620301",",,0","19620306",",,0","19620306",",,0","4","","19620331",",,0","19620329",",,0","-8.3",",0,01,","0",",T,0,06,","13",",,0,06,","34.3",",,0,31,","25.6",",0,29,","2087.1","0","","","","","367.5",",0","","","","","","","","","","","","","","","","","","","","","150.2",",,,0","13",",,,0","6.49",",0","12.15",",,,0","0.83",",,,0","",""
"USC00155097","1962-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","26.9","0","26.6",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","12",",0","0",",0","","","19620416",",,0","19620430","+,,0","19620413","+,,0","1","","19620411",",,0","19620430",",,0","-5.0",",0,16,","0",",,0,30,+","0",",T,0,13,+","35.3",",,0,11,","31.1",",0,30,","2274.6","0","","","","","187.5",",0","","","","","","","","","","","","","","","","","","","","","79.3",",,,0","0",",T,,0","12.97",",0","19.81",",,,0","6.13",",,,0","",""
"USC00155097","1962-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","156.3","0","129.4",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","19620504",",,0","19620531","+,,0","19620531","+,,0","9","","19620501",",,0","19620516",",,0","7.2",",0,04,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,01,","32.2",",0,16,","2277.9","0","","","","","3.3",",0","","","","","","","","","","","","","","","","","","","","","67.1",",,,0","0",",,,0","22.40",",0","29.18",",,,0","15.62",",,,0","",""
"USC00155097","1962-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","265.4","0","109.1","1,0","10",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","1",",0","","","19620615",",1,0","19620630","+,,0","19620630","+,,0","8","","19620619",",,0","19620618",",,0","10.6","1,0,15,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,19,","32.2",",0,18,","2278.4","0","","","","","0.5",",0","","","","","","","","","","","","","","","","","","","","","106.5",",,,0","0",",,,0","22.13","1,0","27.58",",,,0","16.68","1,,,0","",""
"USC00155097","1962-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","459.7","0","194.3",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","1","","19620727",",,0","19620731","+,,0","19620731","+,,0","8","","19620730",",,0","19620716","+,,0","10.0",",0,27,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,30,","35.6",",0,16,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","64.7",",,,0","0",",,,0","24.60",",0","30.95",",,,0","18.25",",,,0","",""
"USC00155097","1962-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","662.4","0","202.7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","19620811",",,0","19620831","+,,0","19620831","+,,0","3","","19620826",",,0","19620820",",,0","11.1",",0,11,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,26,","37.8",",0,20,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","30.8",",,,0","0",",,,0","24.87",",0","32.16",",,,0","17.58",",,,0","",""
"USC00155097","1962-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","729.0","0","66.6",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","","","19620921",",,0","19620930","+,,0","19620930","+,,0","6","","19620902",",,0","19620913",",,0","3.9",",0,21,","0",",,0,30,+","0",",,0,30,+","53.6",",,0,02,","32.2",",0,13,","47.9","0","","","","","47.9",",0","","","","","","","","","","","","","","","","","","","","","177.6",",,,0","0",",,,0","18.96",",0","24.79",",,,0","13.12",",,,0","",""
"USC00155097","1962-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","765.9","0","36.9",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","23",",0","0",",0","1","","19621026",",,0","19621031","+,,0","19621025",",,0","1","","19621002",",,0","19621012",",,0","-3.9",",0,26,","0",",,0,31,+","0",",T,0,25,","81.5",",,0,02,","29.4",",0,12,","147.8","0","","","","","99.9",",0","","","","","","","","","","","","","","","","","","","","","110.7",",,,0","0",",T,,0","16.30",",0","22.06",",,,0","10.54",",,,0","",""
"USC00155097","1962-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","765.9","0","0.0",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","1",",0","0",",0","","","19621123",",,0","19621130","+,,0","19621105",",,0","","","19621109",",,0","19621129",",,0","-4.4",",0,23,","0",",,0,30,+","0",",T,0,05,","26.7",",,0,09,","21.1",",0,29,","446.4","0","","","","","298.6",",0","","","","","","","","","","","","","","","","","","","","","72.7",",,,0","0",",T,,0","8.38",",0","13.50",",,,0","3.26",",,,0","",""
"USC00155097","1962-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","765.9","0","0.0",",0","9",",0","4",",0","1",",0","3",",0","2",",0","2",",0","22",",0","4",",0","1",",0","0",",0","1","","19621213",",,0","19621213","+,,0","19621225",",,0","","","19621221",",,0","19621201",",,0","-23.9",",0,13,","25",",,0,13,+","51",",,0,25,","29.7",",,0,21,","22.2",",0,01,","983.2","0","","","","","536.8",",0","","","","","","","","","","","","","","","","","","","","","65.0",",,,0","115",",,,0","1.02",",0","6.90",",,,0","-4.87",",,,0","",""
"USC00155097","1963-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","9",",0","2",",0","0",",0","9",",0","2",",0","5",",0","26",",0","7",",0","0",",0","0",",0","4","","19630124",",,0","19630124","+,,0","19630123",",,0","1","","19630123",",,0","19630109",",,0","-28.9",",0,24,","178",",,0,24,+","152",",,0,23,","12.7",",,0,23,","18.3",",0,09,","1587.5","0","","","","","604.3",",0","","","","","","","","","","","","","","","","","","","","","23.2",",,,0","190",",,,0","-1.16",",0","5.26",",,,0","-7.58",",,,0","",""
"USC00155097","1963-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","8",",0","6",",0","0",",0","2",",0","2",",0","1",",0","24",",0","3",",0","0",",0","0",",0","2","","19630222",",,0","19630222","+,,0","19630219",",,0","","","19630211",",,0","19630206",",,0","-23.3",",0,22,","25",",,0,22,+","76",",,0,19,","17.8",",,0,11,","18.3",",0,06,","2087.0","0","","","","","499.5",",0","","","","","","","","","","","","","","","","","","","","","49.9",",,,0","127",",,,0","0.49",",0","7.81",",,,0","-6.82",",,,0","",""
"USC00155097","1963-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","11.1","0","11.1",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","10",",0","0",",0","15",",0","0",",0","","","19630322","+,,0","19630331","+,,0","19630331","+,,0","5","","19630305",",,0","19630331",",,0","-3.9",",0,22,+","0",",,0,31,+","0",",,0,31,+","60.5",",,0,05,","30.0",",0,31,","2280.7","0","","","","","193.7",",0","","","","","","","","","","","","","","","","","","","","","190.3",",,,0","0",",,,0","12.44",",0","19.76",",,,0","5.12",",,,0","",""
"USC00155097","1963-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","53.9","0","42.8",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","19630424",",,0","19630430","+,,0","19630430","+,,0","3","","19630429",",,0","19630422","+,,0","-1.1",",0,24,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,29,","31.1",",0,22,+","2376.8","0","","","","","96.1",",0","","","","","","","","","","","","","","","","","","","","","28.8",",,,0","0",",,,0","16.56",",0","23.49",",,,0","9.62",",,,0","",""
"USC00155097","1963-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","111.0","0","57.1",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","26",",0","0",",0","","","19630501",",,0","19630531","+,,0","19630531","+,,0","5","","19630527",",,0","19630508",",,0","-2.8",",0,01,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,27,","31.7",",0,08,","2426.7","0","","","","","49.9",",0","","","","","","","","","","","","","","","","","","","","","85.0",",,,0","0",",,,0","18.57",",0","25.48",",,,0","11.65",",,,0","",""
"USC00155097","1963-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","241.6","0","130.6",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","19630622",",,0","19630630","+,,0","19630630","+,,0","6","","19630614",",,0","19630609",",,0","9.4",",0,22,","0",",,0,30,+","0",",,0,30,+","24.4",",,0,14,","34.4",",0,09,","2427.5","0","","","","","0.8",",0","","","","","","","","","","","","","","","","","","","","","111.8",",,,0","0",",,,0","22.66",",0","29.11",",,,0","16.21",",,,0","",""
"USC00155097","1963-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","397.5","0","155.9","1,0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","2","1,0","","","19630711","+,,0","19630731","+,,0","19630731","+,,0","11","","19630714",",,0","19630718",",1,0","10.0",",0,11,+","0",",,0,31,+","0",",,0,31,+","31.2",",,0,14,","33.3","1,0,18,","0.8","0","","","","","0.8","1,0","","","","","","","","","","","","","","","","","","","","","131.0",",,,0","0",",,,0","23.49","1,0","29.32","1,,,0","17.65",",,,0","",""
"USC00155097","1963-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","552.7","0","155.2",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","1","","19630816","+,,0","19630831","+,,0","19630831","+,,0","5","","19630829",",,0","19630806","+,,0","10.0",",0,16,+","0",",,0,31,+","0",",,0,31,+","48.3",",,0,29,","33.3",",0,06,+","1.6","0","","","","","0.8",",0","","","","","","","","","","","","","","","","","","","","","74.0",",,,0","0",",,,0","23.31",",0","29.50",",,,0","17.12",",,,0","",""
"USC00155097","1963-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","625.7","0","73.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","19630930",",,0","19630930","+,,0","19630930","+,,0","1","","19630929",",,0","19630902",",,0","2.8",",0,30,","0",",,0,30,+","0",",,0,30,+","2.0",",,0,29,","33.3",",0,02,","28.5","0","","","","","26.9",",0","","","","","","","","","","","","","","","","","","","","","2.5",",,,0","0",",,,0","19.87",",0","27.00",",,,0","12.74",",,,0","",""
"USC00155097","1963-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","671.0","0","45.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","29",",0","0",",0","","","19631030",",,0","19631031","+,,0","19631031","+,,0","","","19631028",",,0","19631011",",,0","-1.7",",0,30,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,28,","31.1",",0,11,","64.2","0","","","","","35.7",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",,,0","18.64",",0","27.31",",,,0","9.97",",,,0","",""
"USC00155097","1963-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","671.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","4",",0","0",",0","","","19631124","+,,0","19631114","+,,0","19631130","+,,0","1","","19631129",",,0","19631122","+,,0","-6.1",",0,24,+","0",",T,0,14,+","0",",T,0,30,+","17.3",",,0,29,","21.1",",0,22,+","328.9","0","","","","","264.7",",0","","","","","","","","","","","","","","","","","","","","","74.5",",,,0","0",",T,,0","9.51",",0","15.83",",,,0","3.19",",,,0","",""
"USC00155097","1963-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","671.0","0","0.0",",0","7",",0","4",",0","0",",0","10",",0","2",",0","2",",0","28",",0","11",",0","0",",0","0",",0","","","19631219",",,0","19631223",",,0","19631223",",,0","","","19631223",",,0","19631207","+,,0","-22.2",",0,19,","152",",,0,23,","152",",,0,23,","12.2",",,0,23,","15.0",",0,07,+","969.9","0","","","","","641.0",",0","","","","","","","","","","","","","","","","","","","","","38.6",",,,0","177",",,,0","-2.34",",0","3.29",",,,0","-7.98",",,,0","",""
"USC00155097","1964-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","8",",0","8",",0","0",",0","12",",0","3",",0","1",",0","23",",0","3",",0","0",",0","0",",0","","","19640114",",,0","19640113","+,,0","19640101",",,0","2","","19640106",",,0","19640123","+,,0","-17.8",",0,14,","152",",,0,13,+","152",",,0,01,","20.8",",,0,06,","20.6",",0,23,+","1440.6","0","","","","","470.7",",0","","","","","","","","","","","","","","","","","","","","","100.6",",,,0","304",",,,0","3.15",",0","9.77",",,,0","-3.47",",,,0","",""
"USC00155097","1964-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","12",",0","7",",0","0",",0","0",",0","1",",0","0",",0","25",",0","1",",0","0",",0","0",",0","","","19640223",",,0","19640228","+,,0","19640228",",,0","","","19640213",",,0","19640205","+,,0","-12.8",",0,23,","0",",T,0,28,+","51",",,0,28,","11.4",",,0,13,","15.0",",0,05,+","1919.4","0","","","","","478.8",",0","","","","","","","","","","","","","","","","","","","","","60.0",",,,0","64",",,,0","1.82",",0","7.90",",,,0","-4.25",",,,0","",""
"USC00155097","1964-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","12",",0","9",",0","4",",0","0",",0","0",",0","0",",0","12",",0","0",",0","4",",0","0",",0","","","19640330",",,0","19640331","+,,0","19640330","+,,0","6","","19640304",",,0","19640324",",,0","-8.3",",0,30,","0",",,0,31,+","0",",T,0,30,+","73.7",",,0,04,","23.9",",0,24,","2202.1","0","","","","","282.7",",0","","","","","","","","","","","","","","","","","","","","","278.2",",,,0","0",",T,,0","9.21",",0","16.26",",,,0","2.17",",,,0","",""
"USC00155097","1964-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","32.5","0","32.5",",0","16",",0","9",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","27",",0","0",",0","","","19640409","+,,0","19640430","+,,0","19640430","+,,0","6","","19640404",",,0","19640420",",,0","-3.3",",0,09,+","0",",,0,30,+","0",",,0,30,+","23.4",",,0,04,","31.1",",0,20,","2282.1","0","","","","","80.0",",0","","","","","","","","","","","","","","","","","","","","","94.6",",,,0","0",",,,0","16.75",",0","23.83",",,,0","9.67",",,,0","",""
"USC00155097","1964-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","94.8","0","62.3",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19640530","+,,0","19640531","+,,0","19640531","+,,0","2","","19640528",",,0","19640522","+,,0","5.6",",0,30,+","0",",,0,31,+","0",",,0,31,+","19.6",",,0,28,","31.1",",0,22,+","2306.0","0","","","","","23.9",",0","","","","","","","","","","","","","","","","","","","","","49.0",",,,0","0",",,,0","19.57",",0","26.40",",,,0","12.75",",,,0","",""
"USC00155097","1964-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","260.3","0","165.5",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","19640604",",,0","19640630","+,,0","19640630","+,,0","2","","19640623","+,,0","19640622",",,0","7.8",",0,04,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,23,+","35.0",",0,22,","2314.9","0","","","","","8.9",",0","","","","","","","","","","","","","","","","","","","","","54.6",",,,0","0",",,,0","23.55",",0","30.21",",,,0","16.89",",,,0","",""
"USC00155097","1964-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","428.7","0","168.4",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","19640705",",,0","19640731","+,,0","19640731","+,,0","7","","19640708",",,0","19640703",",,0","11.7",",0,05,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,08,","33.9",",0,03,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","150.5",",,,0","0",",,,0","23.76",",0","29.67",",,,0","17.85",",,,0","",""
"USC00155097","1964-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","605.9","0","177.2",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","19640814","+,,0","19640831","+,,0","19640831","+,,0","2","","19640822",",,0","19640803",",,0","7.2",",0,14,+","0",",,0,31,+","0",",,0,31,+","61.5",",,0,22,","36.7",",0,03,","7.5","0","","","","","7.5",",0","","","","","","","","","","","","","","","","","","","","","90.4",",,,0","0",",,,0","23.81",",0","30.21",",,,0","17.40",",,,0","",""
"USC00155097","1964-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","700.9","0","95.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","","","19640914",",,0","19640930","+,,0","19640930","+,,0","","","19640928",",,0","19640910",",,0","4.4",",0,14,","0",",,0,30,+","0",",,0,30,+","70.1",",,0,28,","34.4",",0,10,","31.1","0","","","","","23.6",",0","","","","","","","","","","","","","","","","","","","","","134.6",",,,0","0",",,,0","20.71",",0","27.37",",,,0","14.06",",,,0","",""
"USC00155097","1964-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","703.6","0","2.7",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","15",",0","0",",0","","","19641020",",,0","19641031","+,,0","19641031","+,,0","1","","19641030",",,0","19641017",",,0","-2.8",",0,20,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,30,","26.7",",0,17,","204.6","0","","","","","173.5",",0","","","","","","","","","","","","","","","","","","","","","16.2",",,,0","0",",,,0","12.83",",0","19.97",",,,0","5.68",",,,0","",""
"USC00155097","1964-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","706.7","0","3.1",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","","","19641122",",,0","19641130",",,0","19641130",",,0","","","19641119",",,0","19641115",",,0","-15.0",",0,22,","0",",T,0,30,","8",",,0,30,","50.0",",,0,19,","25.6",",0,15,","429.6","0","","","","","225.0",",0","","","","","","","","","","","","","","","","","","","","","114.4",",,,0","8",",,,0","10.93",",0","17.77",",,,0","4.09",",,,0","",""
"USC00155097","1964-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","706.7","0","0.0",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","17",",0","1",",0","1",",0","0",",0","","","19641218",",,0","19641220","+,,0","19641220","+,,0","4","","19641204",",,0","19641224",",,0","-16.1",",0,18,","0",",T,0,20,+","0",",T,0,20,+","47.0",",,0,04,","21.7",",0,24,","861.6","0","","","","","432.0",",0","","","","","","","","","","","","","","","","","","","","","175.5",",,,0","0",",T,,0","4.40",",0","9.78",",,,0","-0.99",",,,0","",""
"USC00155097","1965-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","10",",0","7",",0","1",",0","7",",0","3",",0","2",",0","17",",0","4",",0","0",",0","0",",0","","","19650131",",,0","19650131","+,,0","19650130",",,0","1","","19650109",",,0","19650108",",,0","-23.3",",0,31,","76",",,0,31,+","86",",,0,30,","37.6",",,0,09,","20.6",",0,08,","1337.1","0","","","","","475.5",",0","","","","","","","","","","","","","","","","","","","","","112.6",",,,0","208",",,,0","2.99",",0","9.03",",,,0","-3.04",",,,0","",""
"USC00155097","1965-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","9",",0","8",",0","2",",0","6",",0","2",",0","2",",0","18",",0","3",",0","1",",0","0",",0","","","19650202",",,0","19650202","+,,0","19650225",",,0","1","","19650225",",,0","19650209",",,0","-21.1",",0,02,","102",",,0,02,+","76",",,0,25,","39.4",",,0,25,","21.1",",0,09,","1745.7","0","","","","","408.6",",0","","","","","","","","","","","","","","","","","","","","","117.1",",,,0","127",",,,0","3.74",",0","10.69",",,,0","-3.21",",,,0","",""
"USC00155097","1965-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","12",",0","8",",0","4",",0","1",",0","2",",0","0",",0","20",",0","0",",0","0",",0","0",",0","","","19650321",",,0","19650305",",,0","19650305",",,0","5","","19650329",",,0","19650301",",,0","-10.6",",0,21,","25",",,0,05,","76",",,0,05,","67.1",",,0,29,","20.6",",0,01,","2153.0","0","","","","","407.3",",0","","","","","","","","","","","","","","","","","","","","","183.8",",,,0","101",",,,0","5.20",",0","10.97",",,,0","-0.58",",,,0","",""
"USC00155097","1965-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","25.0","0","25.0",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","18",",0","0",",0","","","19650401",",,0","19650430","+,,0","19650430","+,,0","7","","19650419",",,0","19650423",",,0","-1.1",",0,01,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,19,","31.1",",0,23,","2263.8","0","","","","","110.8",",0","","","","","","","","","","","","","","","","","","","","","95.7",",,,0","0",",,,0","15.47",",0","22.97",",,,0","7.98",",,,0","",""
