"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00506870","1967-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","4.2","0","0.0",",0","13",",0","7",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","19670929",",,0","19670930","+,,0","19670930","+,,0","","","19670905",",,0","19670901",",,0","0.0",",0,29,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,05,","18.9",",0,01,","","","528.7","0","279.6",",0","","","","","92.7",",,,0","0",",,,0","9.01",",0","13.08",",,,0","4.95",",,,0","","","",""
"USC00506870","1967-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","4.2","0","0.0",",0","5",",0","2",",0","0",",0","3","1,0","0","2,0","0",",0","27",",0","3",",0","0",",0","0",",0","","","19671029",",,0","19671031","+,1,0","19671031","+,2,0","","","19671028",",,0","19671010","+,,0","-13.3",",0,29,","102","1,,0,31,+","0","2,T,0,31,+","5.6",",,0,28,","12.8",",0,10,+","","","1057.4","0","528.7",",0","","","","","10.0",",,,0","0","2,T,,0","1.28",",0","6.99",",,,0","-4.43",",,,0","","","",""
"USC00506870","1967-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","4.2","0","0.0",",0","8",",0","5",",0","0",",0","5","4,0","2",",0","5",",0","25",",0","12",",0","0",",0","0",",0","","","19671130","+,,0","19671130","+,4,0","19671125",",,0","","","19671121",",,0","19671120",",,0","-23.3",",0,30,+","102","4,,0,30,+","66",",,0,25,","19.8",",,0,21,","11.1",",0,20,","","","1688.4","0","631.0",",0","","","","","49.8",",,,0","102",",,,0","-2.70",",0","2.13",",,,0","-7.54",",,,0","","","",""
"USC00506870","1967-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","4.2","0","0.0","1,0","11","2,0","7","2,0","0","2,0","18","5,0","2",",0","16",",0","31",",0","22","1,0","0","1,0","0","1,0","","","19671203",",,0","19671212","+,5,0","19671215",",,0","","","19671214",",2,0","19671230",",1,0","-30.0",",0,03,","178","5,,0,12,+","152",",,0,15,","19.8","2,,0,14,","6.7","1,0,30,","","","2572.1","0","883.7","1,0","","","","","68.0","2,,,0","279",",,,0","-11.17","1,0","-6.29","1,,,0","-16.05",",,,0","","","",""
"USC00506870","1968-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","18","3,0","5",",0","18",",0","31",",0","27",",0","0",",0","0",",0","","","19680122",",,0","19680130","+,3,0","19680105",",,0","","","19680103",",,0","19680102",",,0","-27.8",",0,22,","76","3,,0,30,+","51",",,0,05,","6.6",",,0,03,","9.4",",0,02,","","","3518.9","0","946.8",",0","","","","","17.2",",,,0","185",",,,0","-12.21",",0","-6.94",",,,0","-17.47",",,,0","","","",""
"USC00506870","1968-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","9",",0","3",",0","0",",0","8",",0","4",",0","5",",0","23",",0","13","1,0","0","1,0","0","1,0","","","19680203",",,0","19680221",",,0","19680220",",,0","","","19680208",",,0","19680227",",1,0","-30.6",",0,03,","178",",,0,21,","112",",,0,20,","5.3",",,0,08,","10.0","1,0,27,","","","4183.8","0","664.9","1,0","","","","","19.9",",,,0","320",",,,0","-5.33","1,0","-0.99","1,,,0","-9.67",",,,0","","","",""
"USC00506870","1968-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","4",",0","2",",0","0",",0","9",",0","3",",0","0",",0","29",",0","4","1,0","0","1,0","0","1,0","","","19680319",",,0","19680324","+,,0","19680321",",,0","","","19680321",",,0","19680302",",1,0","-15.0",",0,19,","76",",,0,24,+","51",",,0,21,","3.8",",,0,21,","13.3","1,0,02,","","","4769.6","0","585.8","1,0","","","","","10.7",",,,0","125",",,,0","-1.27","1,0","4.41","1,,,0","-6.96",",,,0","","","",""
"USC00506870","1968-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","5","2,0","0","1,0","0",",0","27",",0","2",",0","0",",0","0",",0","","","19680410",",,0","19680408",",2,0","19680409",",1,0","","","19680407",",,0","19680425",",,0","-15.6",",0,10,","127","2,,0,08,","13","1,,0,09,","6.1",",,0,07,","13.9",",0,25,","","","5289.6","0","520.0",",0","","","","","13.2",",,,0","13","1,,,0","1.00",",0","6.54",",,,0","-4.54",",,,0","","","",""
"USC00506870","1968-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","3",",0","0",",0","","","19680503",",,0","19680531","+,,0","19680531","+,,0","","","19680527",",,0","19680521",",,0","-2.2",",0,03,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,27,","23.9",",0,21,","","","5588.7","0","299.1",",0","","","","","50.1",",,,0","0",",,,0","8.69",",0","14.17",",,,0","3.20",",,,0","","","",""
"USC00506870","1968-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","19680605","+,,0","19680630","+,,0","19680630","+,,0","","","19680626",",,0","19680629",",,0","3.3",",0,05,+","0",",,0,30,+","0",",,0,30,+","14.7",",,0,26,","26.7",",0,29,","","","5774.7","0","186.0",",0","","","","","45.0",",,,0","0",",,,0","12.13",",0","18.00",",,,0","6.26",",,,0","","","",""
"USC00506870","1968-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","19680705",",,0","19680731","+,,0","19680731","+,,0","","","19680702",",,0","19680701",",,0","5.0",",0,05,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,02,","25.6",",0,01,","","","111.2","0","111.2",",0","","","","","36.4",",,,0","0",",,,0","14.75",",0","19.82",",,,0","9.67",",,,0","","","",""
"USC00506870","1968-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","19680831",",,0","19680831","+,,0","19680831","+,,0","","","19680824","+,,0","19680807",",,0","1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,24,+","27.8",",0,07,","","","247.0","0","135.8",",0","","","","","20.8",",,,0","0",",,,0","13.97",",0","19.69",",,,0","8.25",",,,0","","","",""
"USC00506870","1968-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","19680924","+,,0","19680930","+,,0","19680930","+,,0","","","19680929",",,0","19680909","+,,0","-7.2",",0,24,+","0",",,0,30,+","0",",,0,30,+","6.9",",,0,29,","18.3",",0,09,+","","","582.0","0","335.0",",0","","","","","16.9",",,,0","0",",,,0","7.17",",0","13.14",",,,0","1.19",",,,0","","","",""
"USC00506870","1968-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.0","1,0","6",",0","2",",0","0",",0","13","5,","","","0","1,0","26","1,0","7","1,0","0","1,0","0","1,0","","","19681020",",1,0","19681021","+,5,0","","","","","19681015",",,0","19681009","+,1,0","-13.3","1,0,20,","152","5,,0,21,+","","","9.1",",,0,15,","10.6","1,0,09,+","","","1138.9","0","556.9","1,0","","","","","16.7",",,,0","","","-0.23","1,0","4.17","1,,,0","-4.63","1,,,0","","","",""
"USC00506870","1968-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.0","1,0","8",",0","3",",0","0",",0","","","","","4",",0","30",",0","19","1,0","0","1,0","0","1,0","","","19681130",",,0","","","","","","","19681129","+,,0","19681108",",1,0","-22.8",",0,30,","","","","","7.6",",,0,29,+","6.1","1,0,08,","","","1856.4","0","717.5","1,0","","","","","23.1",",,,0","","","-6.38","1,0","-1.60","1,,,0","-11.15",",,,0","","","",""
"USC00506870","1968-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.0","1,0","4",",0","1",",0","0",",0","","","3",",0","24","1,0","30","1,0","30",",0","0",",0","0",",0","","","19681207",",1,0","","","19681216",",,0","","","19681216",",,0","19681216",",,0","-31.7","1,0,07,","","","102",",,0,16,","7.4",",,0,16,","5.0",",0,16,","","","2893.4","0","1037.0",",0","","","","","10.2",",,,0","160",",,,0","-16.35","1,0","-11.31",",,,0","-21.39","1,,,0","","","",""
"USC00506870","1969-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","","","2",",0","22",",0","31",",0","31",",0","0",",0","0",",0","","","19690103",",,0","","","19690131",",,0","","","19690122",",,0","19690130",",,0","-30.0",",0,03,","","","64",",,0,31,","3.0",",,0,22,","-3.9",",0,30,","","","3997.1","0","1103.7",",0","","","","","5.8",",,,0","128",",,,0","-17.27",",0","-12.87",",,,0","-21.67",",,,0","","","",""
"USC00506870","1969-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","8",",0","2",",0","0",",0","","","2",",0","9","1,0","26","1,0","18",",0","0",",0","0",",0","","","19690204",",1,0","","","19690221",",,0","","","19690221",",,0","19690227",",,0","-29.4","1,0,04,","","","89",",,0,21,","8.4",",,0,21,","5.6",",0,27,","","","4714.2","0","717.1",",0","","","","","14.4",",,,0","211",",,,0","-8.23","1,0","-3.12",",,,0","-13.34","1,,,0","","","",""
"USC00506870","1969-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","0",",0","0",",0","","","19690424","+,,0","19690430","+,,0","19690421","+,,0","","","19690421","+,,0","19690419",",,0","-5.0",",0,24,+","0",",,0,30,+","0",",T,0,21,+","0.0",",T,0,21,+","14.4",",0,19,","","","","","417.5",",0","","","","","0.0",",T,,0","0",",T,,0","4.42",",0","10.24",",,,0","-1.41",",,,0","3733","1,,,0","",""
"USC00506870","1969-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","4",",0","0",",0","","","19690515",",,0","19690531","+,,0","19690511",",,0","","","19690527",",,0","19690525",",,0","-1.7",",0,15,","0",",,0,31,+","3",",,0,11,","28.7",",,0,27,","25.0",",0,25,","129.8","1,,,0","","","288.2",",0","","","","","42.3",",,,0","3",",,,0","9.04",",0","14.78",",,,0","3.29",",,,0","3702",",,,0","",""
"USC00506870","1969-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","7.5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","19690602",",,0","19690630","+,,0","19690630","+,,0","","","19690601",",,0","19690616",",,0","1.1",",0,02,","0",",,0,30,+","0",",,0,30,+","3.0",",,0,01,","30.6",",0,16,","164.7",",,,0","","","129.1",",0","","","","","8.6",",,,0","0",",,,0","14.28",",0","20.38",",,,0","8.18",",,,0","2630",",,,0","",""
"USC00506870","1969-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","19690726",",,0","19690731","+,,0","19690731","+,,0","","","19690725",",,0","19690703",",,0","3.3",",0,26,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,25,","25.0",",0,03,","121.3",",,,0","124.2","0","124.2",",0","","","","","71.9",",,,0","0",",,,0","14.33",",0","19.39",",,,0","9.26",",,,0","1704",",,,0","",""
"USC00506870","1969-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","3",",0","0",",0","","","19690814",",,0","19690831","+,,0","19690831","+,,0","","","19690806",",,0","19690805",",,0","-2.2",",0,14,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,06,","23.3",",0,05,","102.8",",,,0","337.6","0","213.4",",0","","","","","12.4",",,,0","0",",,,0","11.45",",0","17.41",",,,0","5.49",",,,0","1736",",,,0","",""
"USC00506870","1969-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","","","19690924",",,0","19690930","+,,0","19690930","+,,0","","","19690904",",,0","19690921",",,0","-3.3",",0,24,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,04,","19.4",",0,21,","56.7",",,,0","615.8","0","278.2",",0","","","","","21.9",",,,0","0",",,,0","9.06",",0","15.09",",,,0","3.03",",,,0","1788",",,,0","",""
"USC00506870","1969-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","0",",0","0",",0","","","19691026",",,0","19691031","+,,0","19691031","+,,0","","","19691010",",,0","19691014",",,0","-12.8",",0,26,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,10,","17.8",",0,14,","","","1048.2","0","432.4",",0","","","","","37.8",",,,0","0",",,,0","4.38",",0","9.75",",,,0","-0.98",",,,0","2938",",,,0","",""
"USC00506870","1969-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","6",",0","2",",0","0",",0","16","5,0","1",",0","8",",0","25",",0","20",",0","0",",0","0",",0","","","19691117","+,,0","19691113","+,5,0","19691105",",,0","","","19691105",",,0","19691101",",,0","-26.1",",0,17,+","51","5,,0,13,+","51",",,0,05,","3.6",",,0,05,","12.8",",0,01,","","","1795.7","0","747.5",",0","","","","","10.4",",,,0","69",",,,0","-6.59",",0","-2.13",",,,0","-11.04",",,,0","","","",""
"USC00506870","1969-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","7",",0","4",",0","0",",0","2",",0","4",",0","1",",0","27",",0","7",",0","0",",0","0",",0","","","19691215",",,0","19691201",",,0","19691201",",,0","","","19691216",",,0","19691221",",,0","-18.3",",0,15,","102",",,0,01,","91",",,0,01,","24.4",",,0,16,","12.2",",0,21,","","","2407.3","0","611.6",",0","","","","","50.1",",,,0","218",",,,0","-1.40",",0","2.83",",,,0","-5.62",",,,0","","","",""
"USC00506870","1970-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","8",",0","2",",0","0",",0","10",",0","4",",0","20",",0","31",",0","28",",0","0",",0","0",",0","","","19700119",",,0","19700130","+,,0","19700129",",,0","","","19700101",",,0","19700101",",,0","-28.3",",0,19,","152",",,0,30,+","64",",,0,29,","9.1",",,0,01,","5.6",",0,01,","","","3404.4","0","997.1",",0","","","","","21.0",",,,0","199",",,,0","-13.83",",0","-9.30",",,,0","-18.37",",,,0","","","",""
"USC00506870","1970-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","9",",0","2",",0","0",",0","6","5,0","2","1,0","1",",0","26",",0","7",",0","0",",0","0",",0","","","19700204",",,0","19700209","+,5,0","19700221","+,1,0","","","19700223",",,0","19700223",",,0","-18.9",",0,04,","51","5,,0,09,+","25","1,,0,21,+","5.6",",,0,23,","8.3",",0,23,","","","3958.4","0","554.0",",0","","","","","14.5",",,,0","94","1,,,0","-1.45",",0","2.61",",,,0","-5.52",",,,0","","","",""
"USC00506870","1970-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","0",",0","0",",0","","","19700309",",,0","19700331","+,,0","19700305",",,0","","","19700318",",,0","19700322",",,0","-10.0",",0,09,","0",",,0,31,+","0",",T,0,05,","6.1",",,0,18,","10.0",",0,22,","","","4477.4","0","519.0",",0","","","","","7.6",",,,0","0",",T,,0","1.59",",0","6.25",",,,0","-3.06",",,,0","","","",""
"USC00506870","1970-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","5","2,0","3",",0","0",",0","21",",0","1",",0","0",",0","0",",0","","","19700406",",,0","19700422",",2,0","19700422",",,0","","","19700422",",,0","19700429",",,0","-13.3",",0,06,","76","2,,0,22,","76",",,0,22,","6.1",",,0,22,","11.1",",0,29,","","","4989.8","0","512.4",",0","","","","","13.7",",,,0","152",",,,0","1.25",",0","5.92",",,,0","-3.42",",,,0","","","",""
"USC00506870","1970-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","1",",0","0",",0","","","19700505","+,,0","19700531","+,,0","19700531","+,,0","","","19700515",",,0","19700512",",,0","-3.3",",0,05,+","0",",,0,31,+","0",",,0,31,+","3.6",",,0,15,","21.1",",0,12,","","","5299.0","0","309.2",",0","","","","","6.9",",,,0","0",",,,0","8.36",",0","14.53",",,,0","2.19",",,,0","","","",""
"USC00506870","1970-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","19700605","+,,0","19700630","+,,0","19700630","+,,0","","","19700628",",,0","19700608","+,,0","3.3",",0,05,+","0",",,0,30,+","0",",,0,30,+","10.2",",,0,28,","23.3",",0,08,+","","","5493.4","0","194.4",",0","","","","","29.3",",,,0","0",",,,0","11.85",",0","16.90",",,,0","6.81",",,,0","5247","2,,,0","",""
"USC00506870","1970-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.6",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","","","19700714",",,0","19700731","+,,0","19700731","+,,0","","","19700718",",,0","19700728","+,,0","5.0",",0,14,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,18,","25.6",",0,28,+","123.4","1,,,0","159.9","0","159.9",",0","","","","","38.5",",,,0","0",",,,0","13.19",",0","18.21",",,,0","8.17",",,,0","2370","2,,,0","",""
"USC00506870","1970-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.0",",0","16",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","19700825",",,0","19700831","+,,0","19700831","+,,0","","","19700816",",,0","19700827","+,,0","3.3",",0,25,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,16,","20.0",",0,27,+","79.3",",,,0","363.2","0","203.3",",0","","","","","45.9",",,,0","0",",,,0","11.78",",0","16.23",",,,0","7.32",",,,0","1613","1,,,0","",""
"USC00506870","1970-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.0",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","19700921",",,0","19700930","+,,0","19700930","+,,0","","","19700912",",,0","19700902","+,,0","-6.1",",0,21,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,12,","18.9",",0,02,+","59.9",",,,0","701.2","0","338.0",",0","","","","","22.9",",,,0","0",",,,0","7.07",",0","12.59",",,,0","1.55",",,,0","1260",",,,0","",""
"USC00506870","1970-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.0",",0","13",",0","8",",0","0",",0","9","4,0","2",",0","3",",0","24",",0","11",",0","0",",0","0",",0","","","19701024",",,0","19701028","+,4,0","19701016",",,0","","","19701031",",,0","19701031","+,,0","-21.1",",0,24,","76","4,,0,28,+","64",",,0,16,","10.2",",,0,31,","10.0",",0,31,+","","","1322.1","0","620.9",",0","","","","","48.7",",,,0","97",",,,0","-1.70",",0","3.10",",,,0","-6.49",",,,0","","","",""
"USC00506870","1970-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.0",",0","11",",0","6",",0","0",",0","","","3",",0","8",",0","25",",0","15",",0","0",",0","0",",0","","","19701130","+,,0","","","19701123",",,0","","","19701101",",,0","19701101",",,0","-22.2",",0,30,+","","","51",",,0,23,","9.1",",,0,01,","11.1",",0,01,","","","2027.2","0","705.1",",0","","","","","34.8",",,,0","140",",,,0","-5.17",",0","-0.65",",,,0","-9.69",",,,0","","","",""
"USC00506870","1970-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.6","0","0.0",",0","5",",0","3",",0","0",",0","","","3",",0","14",",0","31",",0","26",",0","0",",0","0",",0","","","19701231",",,0","","","19701218",",,0","","","19701224",",,0","19701224",",,0","-33.3",",0,31,","","","51",",,0,18,","10.9",",,0,24,","5.6",",0,24,","","","2975.8","0","948.6",",0","","","","","21.0",",,,0","140",",,,0","-12.27",",0","-7.72",",,,0","-16.81",",,,0","","","",""
"USC00506870","1971-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","3",",0","1",",0","0",",0","3",",0","1",",0","24","1,0","29","1,0","27",",0","0",",0","0",",0","","","19710125","+,1,0","19710106",",,0","19710106",",,0","","","19710106",",,0","19710105",",,0","-35.6","1,0,25,+","51",",,0,06,","38",",,0,06,","3.6",",,0,06,","7.2",",0,05,","","","4073.2","0","1097.4",",0","","","","","4.4",",,,0","46",",,,0","-18.33","1,0","-13.33",",,,0","-23.33","1,,,0","","","",""
"USC00506870","1971-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","10",",0","3",",0","0",",0","","","5",",0","9",",0","27",",0","15",",0","0",",0","0",",0","","","19710226",",,0","","","19710202",",,0","","","19710209",",,0","19710208",",,0","-28.9",",0,26,","","","89",",,0,02,","5.6",",,0,09,","7.8",",0,08,","","","4794.9","0","721.7",",0","","","","","21.9",",,,0","279",",,,0","-7.44",",0","-2.33",",,,0","-12.56",",,,0","","","",""
"USC00506870","1971-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","","","5",",0","11",",0","31",",0","17",",0","0",",0","0",",0","","","19710308",",,0","","","19710317",",,0","","","19710317",",,0","19710321",",,0","-31.7",",0,08,","","","127",",,0,17,","5.6",",,0,17,","8.9",",0,21,","","","5667.0","0","872.1",",0","","","","","16.0",",,,0","292",",,,0","-9.80",",0","-3.23",",,,0","-16.37",",,,0","","","",""
"USC00506870","1971-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","5","3,0","2","1,0","0",",0","27",",0","0",",0","0",",0","0",",0","","","19710412","+,,0","19710406",",3,0","19710415","+,1,0","","","19710413",",,0","19710424",",,0","-9.4",",0,12,+","76","3,,0,06,","51","1,,0,15,+","13.0",",,0,13,","11.7",",0,24,","","","6176.8","0","509.8",",0","","","","","39.1",",,,0","115","1,,,0","1.34",",0","6.00",",,,0","-3.32",",,,0","","","",""
"USC00506870","1971-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","1",",0","1",",0","0",",0","15",",0","0",",0","0",",0","0",",0","","","19710508","+,,0","19710503",",,0","19710503",",,0","","","19710503",",,0","19710525",",,0","-3.3",",0,08,+","25",",,0,03,","25",",,0,03,","3.0",",,0,03,","15.0",",0,25,","190.3",",,,0","6567.2","0","390.4",",0","","","","","3.0",",,,0","25",",,,0","5.74",",0","10.36",",,,0","1.12",",,,0","8251",",,,0","",""
"USC00506870","1971-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","11",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","7",",0","0",",0","","","19710604",",1,0","19710630","+,,0","19710630","+,,0","","","19710630",",,0","19710626",",,0","2.8","1,0,04,","0",",,0,30,+","0",",,0,30,+","14.0",",,0,30,","25.0",",0,26,","203.1",",,,0","6760.3","0","193.1",",0","","","","","39.1",",,,0","0",",,,0","11.63","1,0","16.80",",,,0","6.46","1,,,0","4425",",,,0","",""
"USC00506870","1971-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","1.1","0","1.1",",0","14",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","19710721",",,0","19710731","+,,0","19710731","+,,0","","","19710714",",,0","19710711",",,0","2.2",",0,21,","0",",,0,31,+","0",",,0,31,+","12.4",",,0,14,","27.8",",0,11,","130.3",",,,0","144.0","0","144.0",",0","","","","","63.3",",,,0","0",",,,0","13.73",",0","18.65",",,,0","8.80",",,,0","2959",",,,0","",""
"USC00506870","1971-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","1.1","0","0.0",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","19710828",",,0","19710831","+,,0","19710831","+,,0","","","19710809",",,0","19710805",",,0","4.4",",0,28,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,09,","21.7",",0,05,","125.2",",,,0","317.1","0","173.1",",0","","","","","103.1",",,,0","0",",,,0","12.75",",0","16.91",",,,0","8.59",",,,0","","","",""
"USC00506870","1971-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","1.1","0","0.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","","","19710927",",,0","19710930","+,,0","19710930","+,,0","","","19710921",",,0","19710901",",,0","-5.0",",0,27,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,21,","17.2",",0,01,","60.6",",,,0","630.2","0","313.1",",0","","","","","45.1",",,,0","0",",,,0","7.90",",0","12.62",",,,0","3.17",",,,0","1174",",,,0","",""
