"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00122825","1926-03","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","0","0.0",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","25",",0","8",",0","1",",0","0",",0","","","19260313",",,0","19260331","+,,0","19260331","+,,0","","","19260331",",,0","19260324",",,0","-15.0",",0,13,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,31,","21.1",",0,24,","","","3130.2","0","","","","","","","","","562.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.6",",,,0","0",",,,0","0.18",",0","5.54",",,,0","-5.18",",,,0","",""
"USC00122825","1926-04","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.3","0","0.3",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","15",",0","0",",0","3",",0","0",",0","","","19260404",",,0","19260430","+,,0","19260426","+,,0","","","19260407",",,0","19260430",",,0","-6.1",",0,04,","0",",,0,30,+","0",",T,0,26,+","29.2",",,0,07,","27.8",",0,30,","","","3469.3","0","","","","","","","","","339.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.8",",,,0","0",",T,,0","7.04",",0","13.06",",,,0","1.02",",,,0","",""
"USC00122825","1926-05","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","29.7","0","29.4",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","","","19260504",",,0","19260531","+,,0","19260531","+,,0","","","19260515",",,0","19260508",",,0","-2.8",",0,04,","0",",,0,31,+","0",",,0,31,+","18.3",",,0,15,","31.1",",0,08,","","","3545.0","0","","","","","","","","","75.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1",",,,0","0",",,,0","16.84",",0","24.21",",,,0","9.46",",,,0","",""
"USC00122825","1926-06","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","79.9","0","50.2",",0","10",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","19260627","+,,0","19260630","+,,0","19260630","+,,0","","","19260615",",,0","19260629",",,0","4.4",",0,27,+","0",",,0,30,+","0",",,0,30,+","16.5",",,0,15,","32.8",",0,29,","","","3576.2","0","","","","","","","","","31.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.2",",,,0","0",",,,0","18.97",",0","25.76",",,,0","12.17",",,,0","",""
"USC00122825","1926-07","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","249.1","0","169.2",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","19260714",",,0","19260731","+,,0","19260731","+,,0","","","19260704",",,0","19260721","+,,0","7.8",",0,14,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,04,","36.1",",0,21,+","","","5.6","0","","","","","","","","","5.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8",",,,0","0",",,,0","23.61",",0","30.46",",,,0","16.75",",,,0","",""
"USC00122825","1926-08","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","413.8","0","164.7",",0","12",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","19260825",",,0","19260831","+,,0","19260831","+,,0","","","19260801",",,0","19260811",",,0","12.2",",0,25,","0",",,0,31,+","0",",,0,31,+","76.2",",,0,01,","33.9",",0,11,","","","5.6","0","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.7",",,,0","0",",,,0","23.65",",0","29.10",",,,0","18.19",",,,0","",""
"USC00122825","1926-09","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","494.4","0","80.6",",0","16",",0","16",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19260926",",,0","19260930","+,,0","19260930","+,,0","","","19260909",",,0","19260904",",,0","0.6",",0,26,","0",",,0,30,+","0",",,0,30,+","55.9",",,0,09,","30.6",",0,04,","","","48.0","0","","","","","","","","","42.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305.7",",,,0","0",",,,0","19.61",",0","25.08",",,,0","14.14",",,,0","",""
"USC00122825","1926-10","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","514.1","0","19.7",",0","13",",0","13",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","0",",0","","","19261027",",,0","19261031","+,,0","19261031","+,,0","","","19261029",",,0","19261003",",,0","-3.9",",0,27,","0",",,0,31,+","0",",,0,31,+","18.3",",,0,29,","30.0",",0,03,","","","246.7","0","","","","","","","","","198.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.9",",,,0","0",",,,0","12.56",",0","17.91",",,,0","7.21",",,,0","",""
"USC00122825","1926-11","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","514.1","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","20",",0","2",",0","0",",0","0",",0","","","19261122",",,0","19261130","+,,0","19261130","+,,0","","","19261125",",,0","19261114",",,0","-11.7",",0,22,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,25,","19.4",",0,14,","","","673.2","0","","","","","","","","","426.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.8",",,,0","0",",,,0","4.12",",0","9.06",",,,0","-0.83",",,,0","",""
"USC00122825","1926-12","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","514.1","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","29",",0","13",",0","0",",0","0",",0","","","19261230",",,0","19261231","+,,0","19261231","+,,0","","","19261226",",,0","19261213",",,0","-16.7",",0,30,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,26,","14.4",",0,13,","","","1304.4","0","","","","","","","","","631.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3",",,,0","0",",,,0","-2.03",",0","1.93",",,,0","-5.98",",,,0","",""
"USC00122825","1927-01","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","2",",0","28",",0","13",",0","0",",0","0",",0","","","19270115",",,0","19270131","+,,0","19270131","+,,0","","","19270113",",,0","19270130",",,0","-27.2",",0,15,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,13,","11.1",",0,30,","","","1974.0","0","","","","","","","","","669.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.8",",,,0","0",",,,0","-3.27",",0","0.77",",,,0","-7.30",",,,0","",""
"USC00122825","1927-02","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","22",",0","3",",0","0",",0","0",",0","","","19270219",",,0","19270228","+,,0","19270228","+,,0","","","19270205",",,0","19270216",",,0","-8.9",",0,19,","0",",,0,28,+","0",",,0,28,+","19.8",",,0,05,","16.7",",0,16,","","","2407.0","0","","","","","","","","","433.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0",",,,0","0",",,,0","2.87",",0","7.80",",,,0","-2.06",",,,0","",""
"USC00122825","1927-03","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","0","0.0",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","14",",0","1",",0","1",",0","0",",0","","","19270304",",,0","19270331","+,,0","19270331","+,,0","","","19270320",",,0","19270316",",,0","-8.9",",0,04,","0",",,0,31,+","0",",,0,31,+","53.3",",,0,20,","21.7",",0,16,","","","2798.1","0","","","","","","","","","391.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.1",",,,0","0",",,,0","5.72",",0","10.27",",,,0","1.17",",,,0","",""
"USC00122825","1927-04","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","3.1","0","3.1",",0","14",",0","13",",0","2",",0","0",",0","0",",0","0",",0","7",",0","0",",0","5",",0","0",",0","","","19270424",",,0","19270430","+,,0","19270430","+,,0","","","19270401",",,0","19270419",",,0","-4.4",",0,24,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,01,","26.1",",0,19,","","","3044.2","0","","","","","","","","","246.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.4",",,,0","0",",,,0","10.23",",0","15.71",",,,0","4.76",",,,0","",""
"USC00122825","1927-05","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","29.2","0","26.1",",0","14",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","19270501",",,0","19270531","+,,0","19270531","+,,0","","","19270519",",,0","19270521",",,0","1.1",",0,01,","0",",,0,31,+","0",",,0,31,+","53.3",",,0,19,","30.0",",0,21,","","","3155.9","0","","","","","","","","","111.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.4",",,,0","0",",,,0","15.57",",0","20.68",",,,0","10.46",",,,0","",""
"USC00122825","1927-06","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","73.2","0","44.0",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","","","19270606",",,0","19270630","+,,0","19270630","+,,0","","","19270604",",,0","19270630",",,0","5.0",",0,06,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,04,","34.4",",0,30,","","","3202.5","0","","","","","","","","","46.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.3",",,,0","0",",,,0","18.25",",0","24.05",",,,0","12.44",",,,0","",""
"USC00122825","1927-07","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","205.8","0","132.6",",0","11",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","19270709",",,0","19270731","+,,0","19270731","+,,0","","","19270731",",,0","19270713","+,,0","10.0",",0,09,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,31,","35.0",",0,13,+","","","2.2","0","","","","","","","","","2.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.0",",,,0","0",",,,0","22.54",",0","28.72",",,,0","16.36",",,,0","",""
"USC00122825","1927-08","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","244.4","0","38.6",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","19270825",",,0","19270831","+,,0","19270831","+,,0","","","19270808",",,0","19270807",",,0","6.1",",0,25,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,08,","33.3",",0,07,","","","28.4","0","","","","","","","","","26.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.6",",,,0","0",",,,0","18.73",",0","25.03",",,,0","12.44",",,,0","",""
"USC00122825","1927-09","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","351.0","0","106.6",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","","","19270922","+,,0","19270930","+,,0","19270930","+,,0","","","19270911",",,0","19270915",",,0","2.2",",0,22,+","0",",,0,30,+","0",",,0,30,+","49.5",",,0,11,","33.9",",0,15,","","","64.0","0","","","","","","","","","35.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129.5",",,,0","0",",,,0","20.70",",0","26.88",",,,0","14.53",",,,0","",""
"USC00122825","1927-10","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","366.0","0","15.0",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","","","19271017",",,0","19271031","+,,0","19271031","+,,0","","","19271012",",,0","19271002",",,0","0.0",",0,17,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,12,","28.3",",0,02,","","","199.7","0","","","","","","","","","135.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.0",",,,0","0",",,,0","14.44",",0","21.17",",,,0","7.71",",,,0","",""
"USC00122825","1927-11","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","367.1","0","1.1",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","4",",0","0",",0","","","19271119",",,0","19271130","+,,0","19271130","+,,0","","","19271130",",,0","19271111",",,0","-7.8",",0,19,","0",",,0,30,+","0",",,0,30,+","41.9",",,0,30,","23.9",",0,11,","","","508.5","0","","","","","","","","","308.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.2",",,,0","0",",,,0","8.08",",0","13.29",",,,0","2.86",",,,0","",""
"USC00122825","1927-12","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","367.1","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","24",",0","9",",0","0",",0","0",",0","","","19271219","+,,0","19271231","+,,0","19271231","+,,0","","","19271214",",,0","19271213",",,0","-16.1",",0,19,+","0",",,0,31,+","0",",,0,31,+","18.0",",,0,14,","17.2",",0,13,","","","1089.7","0","","","","","","","","","581.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3",",,,0","0",",,,0","-0.42",",0","4.48",",,,0","-5.31",",,,0","",""
"USC00122825","1928-01","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","4",",0","24",",0","11",",0","0",",0","0",",0","","","19280103",",,0","19280131","+,,0","19280129",",,0","","","19280124",",,0","19280114",",,0","-21.7",",0,03,","0",",,0,31,+","8",",,0,29,","21.6",",,0,24,","16.7",",0,14,","","","1723.6","0","","","","","","","","","633.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9",",,,0","8",",,,0","-2.12",",0","2.79",",,,0","-7.03",",,,0","",""
"USC00122825","1928-02","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","2",",0","0",",0","25",",0","9",",0","0",",0","0",",0","","","19280219",",,0","19280229","+,,0","19280218",",,0","","","19280214",",,0","19280207",",,0","-15.6",",0,19,","0",",,0,29,+","56",",,0,18,","22.9",",,0,14,","11.1",",0,07,","","","2273.1","0","","","","","","","","","549.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.5",",,,0","120",",,,0","-0.62",",0","3.62",",,,0","-4.85",",,,0","",""
"USC00122825","1928-03","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","0","0.0",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","25",",0","2",",0","3",",0","0",",0","","","19280305",",,0","19280331","+,,0","19280315",",,0","","","19280330",",,0","19280323",",,0","-9.4",",0,05,","0",",,0,31,+","20",",,0,15,","30.5",",,0,30,","22.8",",0,23,","","","2734.0","0","","","","","","","","","460.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.5",",,,0","25",",,,0","3.47",",0","8.85",",,,0","-1.92",",,,0","",""
"USC00122825","1928-04","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","2.0","0","2.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","5",",0","0",",0","","","19280410",",,0","19280414","+,,0","19280414","+,,0","","","19280422",",,0","19280403",",,0","-6.1",",0,10,","0",",T,0,14,+","0",",T,0,14,+","43.2",",,0,22,","23.9",",0,03,","","","3043.5","0","","","","","","","","","309.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.2",",,,0","0",",T,,0","8.08",",0","14.00",",,,0","2.16",",,,0","",""
"USC00122825","1928-05","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","16.2","0","14.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","18",",0","0",",0","","","19280512","+,,0","19280531","+,,0","19280531","+,,0","","","19280519",",,0","19280510",",,0","0.0",",0,12,+","0",",,0,31,+","0",",,0,31,+","45.7",",,0,19,","31.1",",0,10,","","","3150.8","0","","","","","","","","","107.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.6",",,,0","0",",,,0","15.33",",0","22.22",",,,0","8.44",",,,0","",""
"USC00122825","1928-06","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","55.3","0","39.1",",0","15",",0","14",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","19280603",",,0","19280630","+,,0","19280630","+,,0","","","19280620",",,0","19280619",",,0","3.9",",0,03,","0",",,0,30,+","0",",,0,30,+","48.3",",,0,20,","29.4",",0,19,","","","3197.8","0","","","","","","","","","47.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226.9",",,,0","0",",,,0","18.07",",0","23.09",",,,0","13.05",",,,0","",""
"USC00122825","1928-07","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","201.2","0","145.9",",0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","19280730","+,,0","19280731","+,,0","19280731","+,,0","","","19280713","+,,0","19280720",",,0","9.4",",0,30,+","0",",,0,31,+","0",",,0,31,+","15.2",",,0,13,+","33.3",",0,20,","","","3.4","0","","","","","","","","","3.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.5",",,,0","0",",,,0","22.93",",0","29.10",",,,0","16.75",",,,0","",""
"USC00122825","1928-08","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","356.3","0","155.1",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19280831","+,,0","19280831","+,,0","19280831","+,,0","","","19280805",",,0","19280828",",,0","10.6",",0,31,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,05,","33.9",",0,28,","","","5.6","0","","","","","","","","","2.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.6",",,,0","0",",,,0","23.26",",0","29.84",",,,0","16.69",",,,0","",""
"USC00122825","1928-09","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","409.4","0","53.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","21",",0","2",",0","","","19280926",",,0","19280930","+,,0","19280930","+,,0","","","19280929",",,0","19280914",",,0","-2.2",",0,26,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,29,","32.8",",0,14,","","","101.9","0","","","","","","","","","96.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5",",,,0","0",",,,0","16.90",",0","24.19",",,,0","9.60",",,,0","",""
"USC00122825","1928-10","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","435.2","0","25.8",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","17",",0","0",",0","","","19281030",",,0","19281031","+,,0","19281031","+,,0","","","19281016",",,0","19281011",",,0","-6.1",",0,30,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,16,","31.1",",0,11,","","","255.6","0","","","","","","","","","153.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6",",,,0","0",",,,0","14.21",",0","20.14",",,,0","8.27",",,,0","",""
"USC00122825","1928-11","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","435.2","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","1",",0","0",",0","","","19281126",",,0","19281130","+,,0","19281110",",,0","","","19281102",",,0","19281117",",,0","-8.3",",0,26,","0",",,0,30,+","0",",T,0,10,","40.6",",,0,02,","21.1",",0,17,","","","635.8","0","","","","","","","","","380.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.6",",,,0","0",",T,,0","5.66",",0","9.92",",,,0","1.40",",,,0","",""
"USC00122825","1928-12","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","435.2","0","0.0",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","22",",0","4",",0","0",",0","0",",0","","","19281221",",,0","19281231","+,,0","19281231","+,,0","","","19281217",",,0","19281213","+,,0","-15.6",",0,21,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,17,","12.2",",0,13,+","","","1169.9","0","","","","","","","","","534.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4",",,,0","0",",,,0","1.10",",0","5.64",",,,0","-3.43",",,,0","",""
"USC00122825","1929-01","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","0","0.0",",0","14",",0","9",",0","0",",0","0",",0","0",",0","4",",0","30",",0","16",",0","0",",0","0",",0","","","19290114",",,0","19290131","+,,0","19290131","+,,0","","","19290125","+,,0","19290118",",,0","-20.6",",0,14,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,25,+","16.1",",0,18,","","","1878.4","0","","","","","","","","","708.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0",",,,0","0",",,,0","-4.52",",0","0.86",",,,0","-9.91",",,,0","",""
"USC00122825","1929-02","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","0.0","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","5",",0","26",",0","13",",0","0",",0","0",",0","","","19290201",",,0","19290228","+,,0","19290228","+,,0","","","19290226",",,0","19290226",",,0","-23.3",",0,01,","0",",,0,28,+","0",",,0,28,+","12.7",",,0,26,","13.3",",0,26,","","","2526.6","0","","","","","","","","","648.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.7",",,,0","0",",,,0","-4.82",",0","0.58",",,,0","-10.21",",,,0","",""
"USC00122825","1929-03","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","3.0","0","3.0",",0","11",",0","9",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","5",",0","0",",0","","","19290310",",,0","19290331","+,,0","19290331","+,,0","","","19290326",",,0","19290325",",,0","-12.2",",0,10,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,26,","26.1",",0,25,","","","2844.7","0","","","","","","","","","318.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.3",",,,0","0",",,,0","8.17",",0","14.10",",,,0","2.24",",,,0","",""
"USC00122825","1929-04","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","16.0","0","13.0",",0","11",",0","10",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","11",",0","0",",0","","","19290419",",,0","19290430","+,,0","19290430","+,,0","","","19290410",",,0","19290406",",,0","-4.4",",0,19,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,10,","28.3",",0,06,","","","3047.3","0","","","","","","","","","202.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.8",",,,0","0",",,,0","12.01",",0","18.24",",,,0","5.79",",,,0","",""
"USC00122825","1929-05","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","46.8","0","30.8","1,0","13",",0","12",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","16",",0","1",",0","","","19290507","+,1,0","19290531","+,,0","19290502",",,0","","","19290514",",,0","19290530",",,0","0.6","1,0,07,+","0",",,0,31,+","0",",T,0,02,","30.5",",,0,14,","32.2",",0,30,","","","3185.9","0","","","","","","","","","138.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173.2",",,,0","0",",T,,0","14.68","1,0","20.55",",,,0","8.80","1,,,0","",""
"USC00122825","1929-06","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","111.3","0","64.5",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","19290603",",,0","19290630","+,,0","19290630","+,,0","","","19290628",",,0","19290618",",,0","2.2",",0,03,","0",",,0,30,+","0",",,0,30,+","57.9",",,0,28,","31.7",",0,18,","","","3212.0","0","","","","","","","","","26.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162.5",",,,0","0",",,,0","19.61",",0","26.04",",,,0","13.19",",,,0","",""
