"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003957","2005-05","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.2",",X","109.4","0","99.7",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","6",",0","20050504",",,0","20050531","+,,0","20050531","+,,0","20050512",",,0","20050521",",,0","1.1",",0,04,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,12,","37.8",",0,21,","2283.2","0","45.2",",0","38.1",",,,0","","","","","","","0",",,,0","20.09",",0","26.62",",,,0","13.57",",,,0","","","170",",X","310",",X","16.5",",X","20.6",",X"
"USW00003957","2005-06","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.4",",X","328.1","0","218.7",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","20050614","+,,0","20050630","+,,0","20050630","+,,0","20050612",",,0","20050628",",,0","13.3",",0,14,+","0",",,0,30,+","0",",,0,30,+","86.1",",,0,12,","37.2",",0,28,","2283.2","0","0.0",",0","153.7",",,,0","","","","","","","0",",,,0","25.62",",0","32.48",",,,0","18.77",",,,0","","","170",",X","200",",X","14.8",",X","17.9",",X"
"USW00003957","2005-07","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.9",",X","601.2","0","273.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","20050728","+,,0","20050731","+,,0","20050731","+,,0","20050701",",,0","20050723","+,,0","13.3",",0,28,+","0",",,0,31,+","0",",,0,31,+","8.6",",,0,01,","39.4",",0,23,+","0.0","0","0.0",",0","26.7",",,,0","","","","","","","0",",,,0","27.14",",0","34.42",",,,0","19.86",",,,0","","","320",",X","330",",X","19.2",",X","28.2",",X"
"USW00003957","2005-08","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.2",",X","847.8","0","246.6",",0","13",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","20050829","+,,0","20050831","+,,0","20050831","+,,0","20050812",",,0","20050802",",,0","17.2",",0,29,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,12,","38.9",",0,02,","0.0","0","0.0",",0","113.4",",,,0","","","","","","","0",",,,0","26.29",",0","32.43",",,,0","20.15",",,,0","","","230","1,X","240",",X","11.6","1,X","20.1",",X"
"USW00003957","2005-09","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.2",",X","1024.9","0","177.1",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","18",",0","20050929",",,0","20050930","+,,0","20050930","+,,0","20050914",",,0","20050921",",,0","4.4",",0,29,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,14,","37.2",",0,21,","6.7","0","6.7",",0","22.9",",,,0","","","","","","","0",",,,0","24.01",",0","31.13",",,,0","16.90",",,,0","","","10",",X","280",",X","16.5",",X","20.1",",X"
"USW00003957","2005-10","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.1",",X","1064.1","0","39.2",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","19",",0","1",",0","20051024",",,0","20051031","+,,0","20051031","+,,0","20051019",",,0","20051017",",,0","-3.3",",0,24,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,19,","34.4",",0,17,","121.1","0","114.4",",0","42.2",",,,0","","","","","","","0",",,,0","15.90",",0","22.75",",,,0","9.05",",,,0","","","20",",X","20",",X","14.3",",X","17.4",",X"
"USW00003957","2005-11","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","4.3",",X","1065.8","0","1.7",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","11",",0","0",",0","20051116",",,0","20051130","+,,0","20051130","+,,0","20051127",",,0","20051103",",,0","-7.8",",0,16,","0",",,0,30,+","0",",,0,30,+","17.0",",,0,27,","30.0",",0,03,","394.8","0","273.7",",0","17.0",",,,0","","","","","","","0",",,,0","9.27",",0","17.65",",,,0","0.89",",,,0","","","330",",X","340",",X","19.2",",X","26.8",",X"
"USW00003957","2005-12","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","","","","","","","","","3.7",",X","1065.8","0","0.0",",0","3",",0","1",",0","0",",0","5",",0","1",",0","1",",0","29",",0","6",",0","0",",0","0",",0","20051208",",,0","20051219","+,,0","20051217",",,0","20051217",",,0","20051229",",,0","-20.0",",0,08,","76",",,0,19,+","76",",,0,17,","9.9",",,0,17,","18.3",",0,29,","943.4","0","548.6",",0","11.9",",,,0","","","","","","","76",",,,0","0.64",",0","7.41",",,,0","-6.13",",,,0","","","350",",X","340",",X","17.0",",X","23.2",",X"
"USW00003957","2006-01","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-4.02",",,,W","1015.5",",,,W","959.7",",,,W","2.14",",,,W","4.1",",W","0.0","0","0.0",",0","2",",0","1",",0","0",",0","1",",0","1",",0","0",",0","22",",0","0",",0","3",",0","0",",0","20060121",",,0","20060110",",,0","20060109",",,0","20060109",",,0","20060115",",,0","-9.4",",0,21,","51",",,0,10,","51",",,0,09,","2.8",",,0,09,","22.8",",0,15,","1309.1","0","365.7",",0","3.3",",,,0","52",",,,W","26",",,,W","78",",,,W","51",",,,0","6.54",",0","14.94",",,,0","-1.86",",,,0","","","340",",X","350",",X","16.1",",X","21.0",",X"
"USW00003957","2006-02","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-8.19",",,,W","1020.3",",,,W","963.8",",,,W","-1.21",",,,W","4.1",",W","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","2",",0","0",",0","20060218",",,0","20060228","+,,0","20060228","+,,0","20060228","+,,0","20060228",",,0","-15.0",",0,18,","0",",,0,28,+","0",",,0,28,+","0.0",",,0,28,+","26.1",",0,28,","1740.2","0","431.1",",0","0.0",",,,0","48",",,,W","27",",,,W","77",",,,W","0",",,,0","2.94",",0","10.87",",,,0","-5.00",",,,0","","","340",",X","360",",X","16.5",",X","21.0",",X"
"USW00003957","2006-03","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-1.04",",,,W","1015.6",",,,W","960.3",",,,W","5.06",",,,W","5.1",",W","0.6","0","0.6",",0","7",",0","5",",0","0",",0","1",",0","0",",0","0",",0","11",",0","0",",0","9",",0","0",",0","20060314",",,0","20060323",",,0","20060322",",,0","20060320",",,0","20060312",",,0","-6.7",",0,14,","25",",,0,23,","23",",,0,22,","10.4",",,0,20,","28.3",",0,12,","2011.0","0","270.8",",0","28.3",",,,0","53",",,,W","31",",,,W","79",",,,W","26",",,,0","9.61",",0","16.52",",,,0","2.71",",,,0","","","240",",X","220",",X","17.9",",X","26.4",",X"
"USW00003957","2006-04","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","4.73",",,,W","1010.5",",,,W","956.0",",,,W","11.13",",,,W","5.2",",W","54.7","0","54.1",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","8",",0","20060419",",,0","20060430","+,,0","20060430","+,,0","20060428",",,0","20060413",",,0","1.1",",0,19,","0",",,0,30,+","0",",,0,30,+","27.7",",,0,28,","37.8",",0,13,","2087.5","0","76.5",",0","43.7",",,,0","47",",,,W","24",",,,W","75",",,,W","0",",,,0","17.59",",0","26.31",",,,0","8.86",",,,0","","","330",",X","330",",X","20.6",",X","26.8",",X"
"USW00003957","2006-05","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","11.01",",,,W","1012.2",",,,W","958.0",",,,W","15.02",",,,W","4.3",",W","173.4","0","118.7",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","12",",0","20060512",",,0","20060531","+,,0","20060531","+,,0","20060530",",,0","20060519",",,0","5.6",",0,12,","0",",,0,31,+","0",",,0,31,+","57.9",",,0,30,","38.3",",0,19,","2130.0","0","42.5",",0","110.3",",,,0","57",",,,W","36",",,,W","84",",,,W","0",",,,0","20.79",",0","28.23",",,,0","13.35",",,,0","","","360",",X","160",",X","15.6",",X","22.8",",X"
"USW00003957","2006-06","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","14.06",",,,W","1014.0",",,,W","960.2",",,,W","18.66",",,,W","4.2",",W","400.4","0","227.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","20060627",",,0","20060630","+,,0","20060630","+,,0","20060621",",,0","20060610",",,0","12.8",",0,27,","0",",,0,30,+","0",",,0,30,+","27.2",",,0,21,","38.3",",0,10,","2130.0","0","0.0",",0","72.9",",,,0","51",",,,W","29",",,,W","80",",,,W","0",",,,0","25.90",",0","33.46",",,,0","18.34",",,,0","","","270",",X","290",",X","20.6",",X","29.9",",X"
"USW00003957","2006-07","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","15.75",",,,W","1013.2",",,,W","959.8",",,,W","20.53",",,,W","3.9",",W","735.0","0","334.6",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","20060723",",,0","20060731","+,,0","20060731","+,,0","20060727",",,0","20060720","+,,0","15.0",",0,23,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,27,","42.8",",0,20,+","0.0","0","0.0",",0","62.4",",,,0","48",",,,W","27",",,,W","77",",,,W","0",",,,0","29.13",",0","36.92",",,,0","21.34",",,,0","","","280",",X","280",",X","13.9",",X","19.7",",X"
"USW00003957","2006-08","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","18.37",",,,W","1013.3",",,,W","959.8",",,,W","21.28",",,,W","3.2",",W","1023.9","0","288.9",",0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","20060830",",,0","20060831","+,,0","20060831","+,,0","20060819",",,0","20060810",",,0","13.9",",0,30,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,19,","41.1",",0,10,","0.0","0","0.0",",0","161.0",",,,0","62",",,,W","39",",,,W","86",",,,W","0",",,,0","27.65",",0","33.82",",,,0","21.48",",,,0","","","140",",X","190",",X","15.6",",X","23.2",",X"
"USW00003957","2006-09","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","9.83",",,,W","1014.6",",,,W","960.2",",,,W","14.24",",,,W","3.7",",W","1093.9","0","70.0",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","20060919",",,0","20060930","+,,0","20060930","+,,0","20060917",",,0","20060916",",,0","5.0",",0,19,","0",",,0,30,+","0",",,0,30,+","3.3",",,0,17,","34.4",",0,16,","15.5","0","15.5",",0","8.1",",,,0","56",",,,W","32",",,,W","83",",,,W","0",",,,0","20.15",",0","27.84",",,,0","12.46",",,,0","","","190",",X","210",",X","17.4",",X","24.1",",X"
"USW00003957","2006-10","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","5.96",",,,W","1014.5",",,,W","959.6",",,,W","10.16",",,,W","4.2",",W","1131.9","0","38.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","14",",0","3",",0","20061022",",,0","20061031","+,,0","20061031","+,,0","20061026",",,0","20061002",",,0","-4.4",",0,22,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,26,","36.1",",0,02,","159.7","0","144.2",",0","24.5",",,,0","60",",,,W","36",",,,W","85",",,,W","0",",,,0","14.91",",0","22.10",",,,0","7.72",",,,0","","","350",",X","20",",X","16.5",",X","21.5",",X"
"USW00003957","2006-11","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-0.15",",,,W","1017.3",",,,W","961.6",",,,W","4.67",",,,W","4.1",",W","1133.6","0","1.7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","6",",0","1",",0","20061130",",,0","20061130","+,,0","20061130","+,,0","20061115",",,0","20061108",",,0","-10.6",",0,30,","0",",,0,30,+","0",",,0,30,+","1.8",",,0,15,","32.8",",0,08,","457.9","0","298.2",",0","4.9",",,,0","59",",,,W","35",",,,W","83",",,,W","0",",,,0","8.45",",0","15.99",",,,0","0.91",",,,0","","","350",",X","360",",X","19.2",",X","24.6",",X"
"USW00003957","2006-12","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-3.59",",,,W","1020.4",",,,W","963.9",",,,W","0.79",",,,W","3.9",",W","1133.6","0","0.0",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","20061201",",,0","20061231","+,,0","20061231","+,,0","20061219",",,0","20061214",",,0","-15.0",",0,01,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,19,","18.9",",0,14,","901.6","0","443.7",",0","74.0",",,,0","63",",,,W","40",",,,W","86",",,,W","0",",,,0","4.02",",0","10.64",",,,0","-2.60",",,,0","","","20",",X","20",",X","13.9",",X","17.4",",X"
"USW00003957","2007-01","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-6.01",",,,W","1022.8","1,,,W","965.8","1,,,W","-2.48",",,,W","4.0",",W","0.0","0","0.0",",0","6",",0","4",",0","0",",0","4",",0","3",",0","0",",0","30",",0","9",",0","0",",0","0",",0","20070116",",,0","20070121","+,,0","20070120",",,0","20070120",",,0","20070111",",,0","-14.4",",0,16,","203",",,0,21,+","203",",,0,20,","13.5",",,0,20,","20.6",",0,11,","1482.1","0","580.5",",0","34.4",",,,0","69",",,,W","47",",,,W","88",",,,W","381",",,,0","-0.39",",0","5.29",",,,0","-6.07",",,,0","","","180",",X","340",",X","13.4",",X","17.9",",X"
"USW00003957","2007-02","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-4.79",",,,W","1017.6",",,,W","961.0",",,,W","-0.93",",,,W","4.3",",W","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","22",",0","8",",0","2",",0","0",",0","20070216",",,0","20070228","+,,0","20070228","+,,0","20070212",",,0","20070228",",,0","-16.7",",0,16,","0",",,0,28,+","0",",,0,28,+","3.8",",,0,12,","24.4",",0,28,","1948.6","0","466.5",",0","6.6",",,,0","66",",,,W","46",",,,W","86",",,,W","0",",,,0","1.67",",0","8.35",",,,0","-5.01",",,,0","","","330",",X","320",",X","19.2",",X","24.6",",X"
"USW00003957","2007-03","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","5.13","2,,,W","1016.6","2,,,W","961.5","2,,,W","8.89","2,,,W","4.5","1,W","4.7","0","4.7",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","13",",0","0",",0","20070304",",,0","20070331","+,,0","20070331","+,,0","20070330",",,0","20070321","+,,0","-7.8",",0,04,","0",",,0,31,+","0",",,0,31,+","37.3",",,0,30,","28.3",",0,21,+","2122.5","0","173.9",",0","130.1",",,,0","67",",,,W","44",",,,W","89",",,,W","0",",,,0","12.88",",0","19.48",",,,0","6.27",",,,0","","","270","1,X","260","1,X","16.5","1,X","24.6","1,X"
"USW00003957","2007-04","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","5.11",",,,W","1015.3",",,,W","960.1",",,,W","8.52",",,,W","4.7",",W","13.3","0","8.6",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","13",",0","0",",0","20070407",",,0","20070430","+,,0","20070430","+,,0","20070413",",,0","20070429",",,0","-3.9",",0,07,","0",",,0,30,+","0",",,0,30,+","57.2",",,0,13,","30.0",",0,29,","2323.0","0","200.5",",0","65.6",",,,0","66",",,,W","42",",,,W","89",",,,W","0",",,,0","11.94",",0","18.30",",,,0","5.57",",,,0","","","360",",Z","330",",Z","16.1",",Z","19.7",",Z"
"USW00003957","2007-05","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","14.26",",,,W","1014.4","1,,,W","960.0","1,,,W","16.52",",,,W","4.0",",W","81.9","0","68.6",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","20070516",",,0","20070531","+,,0","20070531","+,,0","20070506",",,0","20070514","+,,0","6.1",",0,16,","0",",,0,31,+","0",",,0,31,+","88.6",",,0,06,","30.6",",0,14,+","2334.2","0","11.2",",0","171.7",",,,0","72",",,,W","50",",,,W","91",",,,W","0",",,,0","20.18",",0","25.75",",,,0","14.62",",,,0","","","10",",X","200",",X","14.8",",X","21.5",",X"
"USW00003957","2007-06","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","16.92",",,,W","1012.3",",,,W","958.5",",,,W","19.22",",,,W","3.9",",W","233.6","0","151.7",",0","11",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","20070608",",,0","20070630","+,,0","20070630","+,,0","20070613",",,0","20070612","+,,0","10.6",",0,08,","0",",,0,30,+","0",",,0,30,+","41.4",",,0,13,","33.3",",0,12,+","2334.7","0","0.5",",0","186.9",",,,0","70",",,,W","50",",,,W","91",",,,W","0",",,,0","23.37",",0","28.98",",,,0","17.76",",,,0","","","170",",X","190",",X","16.5",",X","23.2",",X"
"USW00003957","2007-07","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","18.79",",,,W","1014.1",",,,W","960.4",",,,W","21.23",",,,W","2.9",",W","481.9","0","248.3",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","20070712",",,0","20070731","+,,0","20070731","+,,0","20070712",",,0","20070729",",,0","17.8",",0,12,","0",",,0,31,+","0",",,0,31,+","48.5",",,0,12,","35.6",",0,29,","0.0","0","0.0",",0","77.3",",,,0","66",",,,W","44",",,,W","90",",,,W","0",",,,0","26.34",",0","32.50",",,,0","20.18",",,,0","","","330",",X","330",",X","17.9",",X","24.6",",X"
"USW00003957","2007-08","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","18.80",",,,W","1012.6",",,,W","959.2",",,,W","21.93",",,,W","3.9",",W","793.8","0","311.9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","20070831",",,0","20070831","+,,0","20070831","+,,0","20070801",",,0","20070815","+,,0","16.1",",0,31,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,01,","39.4",",0,15,+","0.0","0","0.0",",0","55.4",",,,0","59",",,,W","38",",,,W","84",",,,W","0",",,,0","28.39",",0","35.05",",,,0","21.74",",,,0","","","310",",X","310",",X","14.3",",X","20.6",",X"
"USW00003957","2007-09","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","14.24",",,,W","1015.5",",,,W","961.4",",,,W","17.61",",,,W","4.0",",W","937.3","0","143.5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","20070911",",,0","20070930","+,,0","20070930","+,,0","20070918",",,0","20070906",",,0","5.6",",0,11,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,18,","36.1",",0,06,","3.6","0","3.6",",0","10.4",",,,0","61",",,,W","38",",,,W","87",",,,W","0",",,,0","23.00",",0","29.87",",,,0","16.12",",,,0","","","190",",X","190",",X","14.8",",X","20.1",",X"
"USW00003957","2007-10","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","7.24",",,,W","1015.0",",,,W","960.4",",,,W","11.53",",,,W","4.3",",W","981.2","0","43.9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","22",",0","4",",0","20071026",",,0","20071031","+,,0","20071031","+,,0","20071017",",,0","20071005","+,,0","-0.6",",0,26,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,17,","33.9",",0,05,+","100.3","0","96.7",",0","41.7",",,,0","58",",,,W","32",",,,W","84",",,,W","0",",,,0","16.63",",0","24.75",",,,0","8.51",",,,0","","","360",",X","10",",X","17.0",",X","21.5",",X"
"USW00003957","2007-11","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-1.92",",,,W","1020.3",",,,W","964.3",",,,W","3.57",",,,W","3.4",",W","982.9","0","1.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","9",",0","0",",0","20071123",",,0","20071130","+,,0","20071123",",,0","20071123",",,0","20071119",",,0","-10.0",",0,23,","0",",,0,30,+","5",",,0,23,","2.5",",,0,23,","28.9",",0,19,","423.3","0","323.0",",0","3.5",",,,0","55",",,,W","30",",,,W","83",",,,W","5",",,,0","7.62",",0","16.17",",,,0","-0.92",",,,0","","","20",",X","10",",X","17.0",",X","21.0",",X"
"USW00003957","2007-12","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-4.30",",,,W","1018.9",",,,W","962.3",",,,W","-1.54",",,,W","3.7",",W","982.9","0","0.0",",0","10",",0","6",",0","1",",0","2",",0","2",",0","0",",0","29",",0","8",",0","1",",0","0",",0","20071216",",,0","20071228","+,,0","20071214",",,0","20071211",",,0","20071204",",,0","-14.4",",0,16,","51",",,0,28,+","51",",,0,14,","27.2",",,0,11,","22.2",",0,04,","982.2","0","558.9",",0","70.3",",,,0","74",",,,W","56",",,,W","89",",,,W","101",",,,0","0.30",",0","6.34",",,,0","-5.73",",,,0","","","10",",X","350",",X","16.5",",X","23.2",",X"
"USW00003957","2008-01","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-7.16",",,,W","1019.2",",,,W","962.6",",,,W","-2.00",",,,W","4.4",",W","0.0","0","0.0","1,0","1",",0","1",",0","0",",0","1",",0","1",",0","0","1,0","28","1,0","4",",0","1",",0","0",",0","20080124",",1,0","20080131",",,0","20080131",",,0","20080131",",,0","20080128",",,0","-15.0","1,0,24,","76",",,0,31,","76",",,0,31,","2.8",",,0,31,","25.0",",0,28,","1498.6","0","516.4",",0","2.8",",,,0","58",",,,W","34",",,,W","81",",,,W","76",",,,0","1.38","1,0","9.46",",,,0","-6.70","1,,,0","","","340",",X","230",",X","17.4",",X","23.2",",X"
"USW00003957","2008-02","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-5.19",",,,W","1016.5",",,,W","960.1",",,,W","-0.57",",,,W","4.2",",W","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","1",",0","0",",0","20080201",",,0","20080229","+,,0","20080229","+,,0","20080217",",,0","20080204",",,0","-16.7",",0,01,","0",",,0,29,+","0",",,0,29,+","13.7",",,0,17,","23.3",",0,04,","1947.5","0","448.9",",0","19.8",",,,0","62",",,,W","38",",,,W","84",",,,W","0",",,,0","2.86",",0","9.87",",,,0","-4.16",",,,0","","","340",",X","340",",X","16.1",",X","21.5",",X"
"USW00003957","2008-03","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","-0.61",",,,W","1015.7",",,,W","960.1",",,,W","4.33",",,,W","4.7",",W","0.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","7",",0","0",",0","20080308",",,0","20080331","+,,0","20080331","+,,0","20080317",",,0","20080320",",,0","-11.7",",0,08,","0",",,0,31,+","0",",,0,31,+","18.3",",,0,17,","26.1",",0,20,","2260.6","0","313.1",",0","34.3",",,,0","59",",,,W","34",",,,W","85",",,,W","0",",,,0","8.23",",0","15.77",",,,0","0.69",",,,0","","","20",",X","10",",X","19.2",",X","25.9",",X"
"USW00003957","2008-04","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","3.69",",,,W","1013.2",",,,W","958.0",",,,W","8.09",",,,W","5.3",",W","5.8","0","5.8",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","0",",0","20080414",",,0","20080430","+,,0","20080430","+,,0","20080423",",,0","20080430",",,0","-3.3",",0,14,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,23,","28.9",",0,30,","2446.4","0","185.8",",0","51.9",",,,0","60",",,,W","37",",,,W","85",",,,W","0",",,,0","12.33",",0","19.37",",,,0","5.30",",,,0","","","230",",X","230",",X","18.3",",X","25.0",",X"
"USW00003957","2008-05","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","10.92",",,,W","1009.3",",,,W","955.2",",,,W","14.53",",,,W","4.9",",W","75.0","0","69.2",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","20080504",",,0","20080531","+,,0","20080531","+,,0","20080523",",,0","20080519",",,0","0.6",",0,04,","0",",,0,31,+","0",",,0,31,+","54.9",",,0,23,","33.3",",0,19,","2488.9","0","42.5",",0","133.1",",,,0","62",",,,W","40",",,,W","85",",,,W","0",",,,0","19.19",",0","26.29",",,,0","12.09",",,,0","","","190",",X","210",",X","18.3",",X","25.0",",X"
"USW00003957","2008-06","37.2839","-98.5528","467.9","MEDICINE LODGE 1 E, KS US","16.22",",,,W","1010.4",",,,W","956.8",",,,W","19.45",",,,W","4.4","3,W","271.8","0","196.8",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","20080630",",,0","20080630","+,,0","20080630","+,,0","20080613",",,0","20080604",",,0","13.3",",0,30,","0",",,0,30,+","0",",,0,30,+","39.9",",,0,13,","37.2",",0,04,","2488.9","0","0.0",",0","140.1",",,,0","61",",,,W","38",",,,W","87",",,,W","0",",,,0","24.89",",0","31.94",",,,0","17.85",",,,0","","","10","2,X","70","2,X","18.3","2,X","27.7","2,X"
