"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00362942","1955-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","12",",0","8",",0","0",",0","16",",0","3",",0","6",",0","26",",0","8",",0","0",",0","0",",0","","","19550204",",,0","19550215",",,0","19550211","+,,0","","","19550207",",,0","19550221",",,0","-27.8",",0,04,","127",",,0,15,","76",",,0,11,+","15.5",",,0,07,","16.1",",0,21,","","","2634.9","0","589.3",",0","","","79.1",",,,0","234",",,,0","-2.71",",0","3.83",",,,0","-9.25",",,,0","",""
"USC00362942","1955-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","16",",0","15",",0","0",",0","5",",0","5",",0","0",",0","25",",0","3",",0","2",",0","0",",0","","","19550308",",,0","19550328","+,,0","19550327","+,,0","","","19550304",",,0","19550313",",,0","-12.2",",0,08,","51",",,0,28,+","51",",,0,27,+","24.1",",,0,04,","22.2",",0,13,","","","3093.3","0","458.4",",0","","","120.7",",,,0","203",",,,0","3.55",",0","10.49",",,,0","-3.40",",,,0","",""
"USC00362942","1955-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","1.4","0","1.4",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","15",",0","0",",0","","","19550408","+,,0","19550430","+,,0","19550408",",,0","","","19550425",",,0","19550421","+,,0","-3.9",",0,08,+","0",",,0,30,+","0",",T,0,08,","26.7",",,0,25,","26.1",",0,21,+","","","3287.2","0","193.9",",0","","","81.1",",,,0","0",",T,,0","11.92",",0","19.10",",,,0","4.73",",,,0","",""
"USC00362942","1955-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","19.8","0","18.4",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","23",",0","0",",0","","","19550518","+,,0","19550531","+,,0","19550531","+,,0","","","19550524",",,0","19550528",",,0","-0.6",",0,18,+","0",",,0,31,+","0",",,0,31,+","13.7",",,0,24,","30.6",",0,28,","","","3404.8","0","117.6",",0","","","47.9",",,,0","0",",,,0","15.13",",0","23.47",",,,0","6.79",",,,0","",""
"USC00362942","1955-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","43.6","0","23.8",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","19550603",",,0","19550630","+,,0","19550630","+,,0","","","19550608",",,0","19550607",",,0","4.4",",0,03,","0",",,0,30,+","0",",,0,30,+","28.2",",,0,08,","31.1",",0,07,","","","3463.4","0","58.6",",0","","","89.5",",,,0","0",",,,0","17.17",",0","24.46",",,,0","9.88",",,,0","",""
"USC00362942","1955-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","199.3","0","155.7",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19550713",",,0","19550731","+,,0","19550731","+,,0","","","19550728",",,0","19550728","+,,0","10.6",",0,13,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,28,","33.9",",0,28,+","","","0.0","0","0.0",",0","","","83.2",",,,0","0",",,,0","23.36",",0","31.18",",,,0","15.53",",,,0","",""
"USC00362942","1955-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","335.5","0","136.2",",0","12",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19550824",",,0","19550831","+,,0","19550831","+,,0","","","19550813",",,0","19550804",",,0","8.3",",0,24,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,13,","35.0",",0,04,","","","3.4","0","3.4",",0","","","166.8",",,,0","0",",,,0","22.62",",0","29.53",",,,0","15.70",",,,0","",""
"USC00362942","1955-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","362.8","0","27.3",",0","4",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","19550926","+,,0","19550930","+,,0","19550930","+,,0","","","19550924",",,0","19550919","+,,0","2.8",",0,26,+","0",",,0,30,+","0",",,0,30,+","41.7",",,0,24,","32.2",",0,19,+","","","67.5","0","64.1",",0","","","84.9",",,,0","0",",,,0","17.11",",0","25.32",",,,0","8.90",",,,0","",""
"USC00362942","1955-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","366.1","0","3.3",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","13",",0","0",",0","","","19551023",",,0","19551031","+,,0","19551031","+,,0","","","19551014",",,0","19551008",",,0","-2.8",",0,23,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,14,","27.8",",0,08,","","","292.9","0","225.4",",0","","","113.3",",,,0","0",",,,0","11.17",",0","18.37",",,,0","3.97",",,,0","",""
"USC00362942","1955-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","366.1","0","0.0",",0","12",",0","8",",0","0",",0","6",",0","4",",0","0",",0","26",",0","2",",0","1",",0","0",",0","","","19551129",",,0","19551120","+,,0","19551119",",,0","","","19551116",",,0","19551114",",,0","-13.9",",0,29,","102",",,0,20,+","102",",,0,19,","20.6",",,0,16,","22.2",",0,14,","","","764.0","0","471.1",",0","","","80.8",",,,0","216",",,,0","2.63",",0","8.44",",,,0","-3.18",",,,0","",""
"USC00362942","1955-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","366.1","0","0.0",",0","6",",0","1",",0","0",",0","7",",0","1",",0","0",",0","29",",0","11",",0","0",",0","0",",0","","","19551222",",,0","19551201",",,0","19551223",",,0","","","19551203",",,0","19551205",",,0","-15.6",",0,22,","51",",,0,01,","25",",,0,23,","2.5",",,0,03,","18.9",",0,05,","","","1411.4","0","647.4",",0","","","6.6",",,,0","56",",,,0","-2.55",",0","2.50",",,,0","-7.60",",,,0","",""
"USC00362942","1956-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","11",",0","5",",0","0",",0","16",",0","2",",0","3",",0","30",",0","11",",0","0",",0","0",",0","","","19560126",",,0","19560128","+,,0","19560120",",,0","","","19560130",",,0","19560107",",,0","-18.3",",0,26,","76",",,0,28,+","76",",,0,20,","11.9",",,0,30,","11.1",",0,07,","","","2092.7","0","681.3",",0","","","43.8",",,,0","140",",,,0","-3.64",",0","1.03",",,,0","-8.32",",,,0","",""
"USC00362942","1956-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","15",",0","12",",0","2",",0","1","2,0","1","1,0","0",",0","26",",0","6",",0","0",",0","0",",0","","","19560201",",,0","19560202",",2,0","19560202",",1,0","","","19560225",",,0","19560226","+,,0","-13.3",",0,01,","51","2,,0,02,","64","1,,0,02,","31.8",",,0,25,","14.4",",0,26,+","","","2635.5","0","542.8",",0","","","179.0",",,,0","64","1,,,0","-0.38",",0","4.69",",,,0","-5.46",",,,0","",""
"USC00362942","1956-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","18",",0","8",",0","0",",0","12",",0","4",",0","0",",0","29",",0","3",",0","0",",0","0",",0","","","19560320",",,0","19560317",",,0","19560317",",,0","","","19560308",",,0","19560307",",,0","-13.3",",0,20,","229",",,0,17,","229",",,0,17,","22.1",",,0,08,","20.0",",0,07,","","","3165.8","0","530.3",",0","","","106.6",",,,0","369",",,,0","1.23",",0","7.58",",,,0","-5.13",",,,0","",""
"USC00362942","1956-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","1.7","0","1.7",",0","16",",0","12",",0","1",",0","1",",0","3",",0","0",",0","17",",0","1",",0","4",",0","0",",0","","","19560401",",,0","19560423",",,0","19560423",",,0","","","19560403",",,0","19560429",",,0","-7.2",",0,01,","25",",,0,23,","51",",,0,23,","41.9",",,0,03,","28.3",",0,29,","","","3506.1","0","340.3",",0","","","137.3",",,,0","101",",,,0","7.05",",0","13.86",",,,0","0.23",",,,0","",""
"USC00362942","1956-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","14.2","0","12.5",",0","13",",0","11",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","13",",0","0",",0","","","19560524",",,0","19560531","+,,0","19560531","+,,0","","","19560507",",,0","19560531",",,0","-2.8",",0,24,","0",",,0,31,+","0",",,0,31,+","40.6",",,0,07,","30.0",",0,31,","","","3693.8","0","187.7",",0","","","148.7",",,,0","0",",,,0","12.68",",0","20.10",",,,0","5.26",",,,0","",""
"USC00362942","1956-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","74.7","0","60.5",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","19560602",",,0","19560630","+,,0","19560630","+,,0","","","19560624",",,0","19560614",",,0","5.0",",0,02,","0",",,0,30,+","0",",,0,30,+","74.9",",,0,24,","33.3",",0,14,","","","3735.6","0","41.8",",0","","","155.2",",,,0","0",",,,0","18.96",",0","25.66",",,,0","12.26",",,,0","",""
"USC00362942","1956-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","154.2","0","79.5",",0","18",",0","14",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","19560730",",,0","19560731","+,,0","19560731","+,,0","","","19560716",",,0","19560703","+,,0","8.3",",0,30,","0",",,0,31,+","0",",,0,31,+","52.1",",,0,16,","32.2",",0,03,+","","","13.1","0","13.1",",0","","","175.2",",,,0","0",",,,0","20.47",",0","26.60",",,,0","14.35",",,,0","",""
"USC00362942","1956-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","219.1","0","64.9",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19560822",",,0","19560831","+,,0","19560831","+,,0","","","19560805",",,0","19560829",",,0","5.6",",0,22,","0",",,0,31,+","0",",,0,31,+","34.0",",,0,05,","30.6",",0,29,","","","37.3","0","24.2",",0","","","98.3",",,,0","0",",,,0","19.65",",0","26.32",",,,0","12.97",",,,0","",""
"USC00362942","1956-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","243.8","0","24.7",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","0",",0","","","19560921",",,0","19560930","+,,0","19560930","+,,0","","","19560916",",,0","19560901",",,0","-1.7",",0,21,","0",",,0,30,+","0",",,0,30,+","11.4",",,0,16,","31.7",",0,01,","","","163.0","0","125.7",",0","","","61.6",",,,0","0",",,,0","14.97",",0","22.24",",,,0","7.69",",,,0","",""
"USC00362942","1956-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","243.8","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10",",0","0",",0","","","19561012",",,0","19561031","+,,0","19561031","+,,0","","","19561004",",,0","19561016",",,0","-3.9",",0,12,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,04,","27.8",",0,16,","","","359.7","0","196.7",",0","","","37.6",",,,0","0",",,,0","11.99",",0","19.80",",,,0","4.17",",,,0","",""
"USC00362942","1956-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","243.8","0","0.0",",0","10",",0","3",",0","0",",0","1",",0","0",",0","0",",0","17",",0","4",",0","5",",0","0",",0","","","19561125","+,,0","19561111",",,0","19561111",",,0","","","19561122",",,0","19561116",",,0","-11.1",",0,25,+","25",",,0,11,","13",",,0,11,","8.6",",,0,22,","23.3",",0,16,","","","747.1","0","387.4",",0","","","24.7",",,,0","13",",,,0","5.42",",0","11.95",",,,0","-1.11",",,,0","",""
"USC00362942","1956-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","243.8","0","0.0","2,0","21",",0","13",",0","0",",0","9",",0","5",",0","0","1,0","16","1,0","3","1,0","0","1,0","0","1,0","","","19561230",",1,0","19561227",",,0","19561227",",,0","","","19561209",",,0","19561206",",1,0","-11.7","1,0,30,","76",",,0,27,","114",",,0,27,","13.5",",,0,09,","20.0","1,0,06,","","","1178.8","0","431.7","1,0","","","98.8",",,,0","343",",,,0","3.34","2,0","8.01","1,,,0","-1.33","1,,,0","",""
"USC00362942","1957-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","25",",0","9",",0","2",",0","30",",0","18",",0","0",",0","0",",0","","","19570117",",,0","19570109",",,0","19570126",",,0","","","19570123",",,0","19570123",",,0","-26.1",",0,17,","127",",,0,09,","76",",,0,26,","12.2",",,0,23,","14.4",",0,23,","","","1899.3","0","720.5",",0","","","47.9",",,,0","396",",,,0","-4.91",",0","-0.29",",,,0","-9.53",",,,0","",""
"USC00362942","1957-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","11",",0","6",",0","0",",0","7",",0","3",",0","0",",0","25",",0","3",",0","1",",0","0",",0","","","19570218",",,0","19570215",",,0","19570215",",,0","","","19570227",",,0","19570226",",,0","-12.2",",0,18,","102",",,0,15,","89",",,0,15,","10.7",",,0,27,","21.1",",0,26,","","","2398.9","0","499.6",",0","","","48.9",",,,0","216",",,,0","0.49",",0","5.83",",,,0","-4.85",",,,0","",""
"USC00362942","1957-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","15",",0","10",",0","0",",0","5",",0","5",",0","0",",0","26",",0","1",",0","2",",0","0",",0","","","19570304",",,0","19570308",",,0","19570309","+,,0","","","19570327",",,0","19570315",",,0","-12.2",",0,04,","51",",,0,08,","76",",,0,09,+","22.6",",,0,27,","22.2",",0,15,","","","2882.0","0","483.1",",0","","","76.2",",,,0","305",",,,0","2.75",",0","8.87",",,,0","-3.38",",,,0","",""
"USC00362942","1957-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","15.0","0","15.0",",0","16",",0","11",",0","1",",0","2",",0","3",",0","0",",0","12",",0","0",",0","11",",0","0",",0","","","19570415",",,0","19570414","+,,0","19570409",",,0","","","19570405",",,0","19570428",",,0","-6.1",",0,15,","25",",,0,14,+","51",",,0,09,","28.4",",,0,05,","30.0",",0,28,","","","3149.6","0","267.6",",0","","","151.2",",,,0","114",",,,0","9.91",",0","16.24",",,,0","3.58",",,,0","",""
"USC00362942","1957-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","31.1","0","16.1","1,0","10",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","5","1,0","0",",0","22",",0","0",",0","","","19570506","+,1,0","19570531","+,,0","19570531","+,,0","","","19570514",",,0","19570524",",,0","-2.2","1,0,06,+","0",",,0,31,+","0",",,0,31,+","16.5",",,0,14,","29.4",",0,24,","","","3267.4","0","117.8",",0","","","59.6",",,,0","0",",,,0","15.01","1,0","22.92",",,,0","7.09","1,,,0","",""
"USC00362942","1957-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","119.1","0","88.0",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","19570610","+,,0","19570630","+,,0","19570630","+,,0","","","19570629",",,0","19570619","+,,0","8.3",",0,10,+","0",",,0,30,+","0",",,0,30,+","33.5",",,0,29,","33.3",",0,19,+","","","3283.9","0","16.5",",0","","","97.3",",,,0","0",",,,0","20.72",",0","27.68",",,,0","13.75",",,,0","",""
"USC00362942","1957-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","212.0","0","92.9","1,0","5",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","5",",0","","","19570702",",1,0","19570731","+,,0","19570731","+,,0","","","19570709",",,0","19570722",",,0","5.6","1,0,02,","0",",,0,31,+","0",",,0,31,+","46.5",",,0,09,","33.9",",0,22,","","","11.1","0","11.1",",0","","","73.7",",,,0","0",",,,0","21.03","1,0","28.31",",,,0","13.75","1,,,0","",""
"USC00362942","1957-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","271.2","0","59.2",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","19570806",",,0","19570831","+,,0","19570831","+,,0","","","19570820",",,0","19570804",",,0","5.0",",0,06,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,20,","35.0",",0,04,","","","31.6","0","20.5",",0","","","43.6",",,,0","0",",,,0","19.58",",0","28.58",",,,0","10.59",",,,0","",""
"USC00362942","1957-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","305.7","0","34.5","1,0","9",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","4","1,0","0",",0","25",",0","1",",0","","","19570928","+,1,0","19570930","+,,0","19570930","+,,0","","","19570921",",,0","19570903",",,0","-2.8","1,0,28,+","0",",,0,30,+","0",",,0,30,+","47.5",",,0,21,","33.3",",0,03,","","","114.6","0","83.0",",0","","","113.2",",,,0","0",",,,0","16.80","1,0","24.84",",,,0","8.77","1,,,0","",""
"USC00362942","1957-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","305.7","0","0.0",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","8",",0","0",",0","","","19571026",",,0","19571027",",,0","19571027",",,0","","","19571024",",,0","19571002","+,,0","-4.4",",0,26,","0",",T,0,27,","3",",,0,27,","22.6",",,0,24,","23.3",",0,02,+","","","400.2","0","285.6",",0","","","50.6",",,,0","3",",,,0","9.12",",0","16.25",",,,0","1.98",",,,0","",""
"USC00362942","1957-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","305.7","0","0.0","2,0","9",",0","6",",0","0",",0","1",",0","0",",0","0","1,0","20","1,0","0","1,0","0","1,0","0","1,0","","","19571111",",1,0","19571126",",,0","19571126",",,0","","","19571119",",,0","19571117",",1,0","-9.4","1,0,11,","25",",,0,26,","13",",,0,26,","16.8",",,0,19,","19.4","1,0,17,","","","792.1","0","391.9","1,0","","","47.3",",,,0","13",",,,0","4.43","2,0","10.77","1,,,0","-1.91","1,,,0","",""
"USC00362942","1957-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","305.7","0","0.0",",0","15",",0","12",",0","1",",0","8",",0","3",",0","0",",0","26",",0","3",",0","0",",0","0",",0","","","19571205",",,0","19571205",",,0","19571204",",,0","","","19571207",",,0","19571220",",,0","-16.7",",0,05,","76",",,0,05,","51",",,0,04,","26.9",",,0,07,","17.8",",0,20,","","","1339.7","0","547.6",",0","","","110.1",",,,0","140",",,,0","0.67",",0","6.68",",,,0","-5.34",",,,0","",""
"USC00362942","1958-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","16",",0","6",",0","1",",0","18",",0","6",",0","4",",0","30",",0","13",",0","0",",0","0",",0","","","19580109",",,0","19580131","+,,0","19580125",",,0","","","19580125",",,0","19580114","+,,0","-20.0",",0,09,","127",",,0,31,+","127",",,0,25,","33.3",",,0,25,","7.2",",0,14,+","","","2030.1","0","690.4",",0","","","88.1",",,,0","324",",,,0","-3.94",",0","0.78",",,,0","-8.65",",,,0","",""
"USC00362942","1958-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","12",",0","6",",0","0",",0","24",",0","7",",0","6",",0","27",",0","16",",0","0",",0","0",",0","","","19580218","+,,0","19580221","+,,0","19580216",",,0","","","19580228","+,,0","19580225",",,0","-21.7",",0,18,+","229",",,0,21,+","76",",,0,16,","6.1",",,0,28,+","13.3",",0,25,","","","2729.0","0","698.9",",0","","","32.6",",,,0","265",",,,0","-6.63",",0","-1.73",",,,0","-11.53",",,,0","",""
"USC00362942","1958-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","15",",0","6",",0","0",",0","7",",0","3",",0","0",",0","26",",0","0",",0","0",",0","0",",0","","","19580309",",,0","19580315","+,,0","19580321","+,,0","","","19580314",",,0","19580328",",,0","-8.9",",0,09,","102",",,0,15,+","102",",,0,21,+","9.4",",,0,14,","13.9",",0,28,","","","3257.4","0","528.4",",0","","","40.6",",,,0","268",",,,0","1.29",",0","5.86",",,,0","-3.28",",,,0","",""
"USC00362942","1958-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","2.2","0","2.2",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","11",",0","0",",0","","","19580409",",,0","19580408",",,0","19580409","+,,0","","","19580411",",,0","19580425",",,0","-7.8",",0,09,","0",",T,0,08,","0",",T,0,09,+","21.6",",,0,11,","29.4",",0,25,","","","3519.1","0","261.7",",0","","","95.8",",,,0","0",",T,,0","9.68",",0","17.05",",,,0","2.31",",,,0","",""
"USC00362942","1958-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","7.7","0","5.5",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","19580510",",,0","19580531","+,,0","19580531","+,,0","","","19580504",",,0","19580519",",,0","-1.7",",0,10,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,04,","29.4",",0,19,","","","3686.3","0","167.2",",0","","","105.3",",,,0","0",",,,0","13.12",",0","21.08",",,,0","5.15",",,,0","",""
"USC00362942","1958-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","24.9","0","17.2",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","19580607",",,0","19580630","+,,0","19580630","+,,0","","","19580602",",,0","19580606","+,,0","1.7",",0,07,","0",",,0,30,+","0",",,0,30,+","18.3",",,0,02,","30.6",",0,06,+","","","3765.7","0","79.4",",0","","","79.3",",,,0","0",",,,0","16.26",",0","23.77",",,,0","8.75",",,,0","",""
"USC00362942","1958-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","157.8","0","132.9","2,0","14",",0","11",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","31",",0","2",",0","","","19580721",",2,0","19580731","+,,0","19580731","+,,0","","","19580723",",,0","19580705",",,0","10.6","2,0,21,","0",",,0,31,+","0",",,0,31,+","73.9",",,0,23,","32.8",",0,05,","","","1.9","0","1.9",",0","","","226.7",",,,0","0",",,,0","22.75","2,0","28.32",",,,0","17.19","2,,,0","",""
"USC00362942","1958-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","12",",0","10",",0","3",",0","0",",0","0",",0","","","","","0",",0","31",",0","0",",0","","","","","19580831","+,,0","19580831","+,,0","","","19580814",",,0","19580814",",,0","","","0",",,0,31,+","0",",,0,31,+","64.0",",,0,14,","30.6",",0,14,","","","","","","","","","237.3",",,,0","0",",,,0","","","26.72",",,,0","","","",""
"USC00362942","1958-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","12",",0","8",",0","2",",0","0",",0","0",",0","","","","","0",",0","19",",0","0",",0","","","","","19580930","+,,0","19580930","+,,0","","","19580905",",,0","19580907","+,,0","","","0",",,0,30,+","0",",,0,30,+","41.9",",,0,05,","30.0",",0,07,+","","","","","","","","","115.9",",,,0","0",",,,0","","","23.26",",,,0","","","",""
"USC00362942","1958-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","2.0","2,0","10",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","8","1,0","0","1,0","","","19581006",",1,0","19581031","+,,0","19581031","+,,0","","","19581001",",,0","19581016",",1,0","0.6","1,0,06,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,01,","25.6","1,0,16,","","","","","180.3","1,0","","","36.6",",,,0","0",",,,0","12.21","2,0","17.46","1,,,0","6.95","1,,,0","",""
"USC00362942","1958-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","14",",0","9",",0","0",",0","3",",0","","","","","","","2",",0","3",",0","0",",0","","","","","19581129",",,0","","","","","19581129",",,0","19581119",",,0","","","152",",,0,29,","","","18.0",",,0,29,","25.6",",0,19,","","","","","","","","","77.2",",,,0","","","","","12.42",",,,0","","","",""
"USC00362942","1958-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","6",",0","5",",0","0",",0","19",",0","3",",0","","","","","15",",0","0",",0","0",",0","","","","","19581201",",,0","19581209",",,0","","","19581204",",,0","19581230",",,0","","","127",",,0,01,","102",",,0,09,","7.6",",,0,04,","9.4",",0,30,","","","","","","","","","30.6",",,,0","229",",,,0","","","-0.85",",,,0","","","",""
"USC00362942","1959-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","12",",0","8",",0","0",",0","11",",0","4",",0","5",",0","31",",0","14",",0","0",",0","0",",0","","","19590119","+,,0","19590127","+,,0","19590126",",,0","","","19590122",",,0","19590122",",,0","-21.7",",0,19,+","102",",,0,27,+","102",",,0,26,","19.6",",,0,22,","19.4",",0,22,","","","","","710.6",",0","","","87.1",",,,0","267",",,,0","-4.59",",0","1.40",",,,0","-10.58",",,,0","",""
"USC00362942","1959-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0","1,0","11",",0","10",",0","1",",0","3",",0","1",",0","3",",0","26",",0","6","1,0","0","1,0","0","1,0","","","19590220",",,0","19590224","+,,0","19590219",",,0","","","19590210",",,0","19590211",",1,0","-18.3",",0,20,","25",",,0,24,+","25",",,0,19,","27.7",",,0,10,","18.3","1,0,11,","","","","","544.5","1,0","","","79.4",",,,0","64",",,,0","-1.91","1,0","4.33","1,,,0","-8.15",",,,0","",""
"USC00362942","1959-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","15",",0","12",",0","0",",0","5",",0","2",",0","0",",0","29",",0","3",",0","1",",0","0",",0","","","19590323",",,0","19590314",",,0","19590312",",,0","","","19590306",",,0","19590326",",,0","-11.1",",0,23,","178",",,0,14,","127",",,0,12,","8.4",",,0,06,","23.9",",0,26,","","","","","515.3",",0","","","65.0",",,,0","229",",,,0","1.71",",0","8.65",",,,0","-5.23",",,,0","",""
