"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00116344","2006-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","16","","","","20061130","+,,0","20061118","+,,0","1","","20061117",",,0","","","","","0",",,0,30,+","0",",T,0,18,+","16.0",",,0,17,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.0",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2006-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","10","","","","20061226","+,,0","20061202",",,0","2","","20061201",",,0","","","","","0",",T,0,26,+","10",",,0,02,","41.1",",,0,01,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.2",",,,0","20",",,,0","","","","","","","","","",""
"USC00116344","2007-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","12",",0","6",",0","1",",0","6",",0","1",",0","","","","","","","","","","","15","","","","20070124","+,,0","20070121",",,0","","","20070115",",,0","","","","","51",",,0,24,+","46",",,0,21,","31.5",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.0",",,,0","88",",,,0","","","","","","","","","",""
"USC00116344","2007-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","5",",0","0",",0","22",",0","5",",0","","","","","","","","","","","7","","","","20070218","+,,0","20070214",",,0","","","20070214",",,0","","","","","305",",,0,18,+","239",",,0,14,","17.0",",,0,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1",",,,0","529",",,,0","","","","","","","","","",""
"USC00116344","2007-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","7",",0","1",",0","1",",0","0",",0","","","","","","","","","","","15","","","","20070301",",,0","20070303",",,0","6","","20070323",",,0","","","","","76",",,0,01,","10",",,0,03,","25.7",",,0,23,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.8",",,,0","21",",,,0","","","","","","","","","",""
"USC00116344","2007-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","15","","","","20070430","+,,0","20070427","+,,0","5","","20070412",",,0","","","","","0",",,0,30,+","0",",T,0,27,+","11.2",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2007-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","19","","","","20070531","+,,0","20070531","+,,0","5","","20070528",",,0","","","","","0",",,0,31,+","0",",,0,31,+","14.5",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2007-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","11",",0","1",",0","0",",0","0",",0","","","","","","","","","","","29","","","","20070630","+,,0","20070630","+,,0","10","","20070624",",,0","","","","","0",",,0,30,+","0",",,0,30,+","26.9",",,0,24,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2007-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","7",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","26","","","","20070731","+,,0","20070731","+,,0","5","","20070718",",,0","","","","","0",",,0,31,+","0",",,0,31,+","17.5",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2007-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","26","","","","20070831","+,,0","20070831","+,,0","4","","20070825",",,0","","","","","0",",,0,31,+","0",",,0,31,+","27.2",",,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2007-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","20","","","","20070930","+,,0","20070930","+,,0","2","","20070909",",,0","","","","","0",",,0,30,+","0",",,0,30,+","19.8",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2007-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","18","","","","20071031","+,,0","20071019",",,0","3","","20071018",",,0","","","","","0",",,0,31,+","0",",T,0,19,","27.9",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.6",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2007-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","18","","","","20071130","+,,0","20071127","+,,0","3","","20071122",",,0","","","","","0",",,0,30,+","0",",T,0,27,+","63.2",",,0,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.6",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2007-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","10",",0","0",",0","11",",0","2",",0","","","","","","","","","","","29","","","","20071218","+,,0","20071216",",,0","","","20071212",",,0","","","","","102",",,0,18,+","114",",,0,16,","16.0",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.4",",,,0","184",",,,0","","","","","","","","","",""
"USC00116344","2008-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","6",",0","0",",0","2",",0","0",",0","","","","","","","","","","","15","","","","20080122","+,,0","20080122",",,0","2","","20080108",",,0","","","","","25",",,0,22,+","20",",,0,22,","19.6",",,0,08,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7",",,,0","49",",,,0","","","","","","","","","",""
"USC00116344","2008-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","9",",0","2",",0","14",",0","5",",0","","","","","","","","","","","23","","","","20080201",",,0","20080201",",,0","3","","20080206",",,0","","","","","203",",,0,01,","198",",,0,01,","51.8",",,0,06,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.8",",,,0","540",",,,0","","","","","","","","","",""
"USC00116344","2008-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","13",",0","7",",0","0",",0","2",",0","1",",0","","","","","","","","","","","12","","","","20080305","+,,0","20080305",",,0","2","","20080318",",,0","","","","","25",",,0,05,+","36",",,0,05,","17.0",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3",",,,0","42",",,,0","","","","","","","","","",""
"USC00116344","2008-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","19","","","","20080430","+,,0","20080429",",,0","3","","20080401",",,0","","","","","0",",,0,30,+","5",",,0,29,","21.8",",,0,01,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.7",",,,0","5",",,,0","","","","","","","","","",""
"USC00116344","2008-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","13",",0","2",",0","0",",0","0",",0","","","","","","","","","","","23","","","","20080531","+,,0","20080503",",,0","5","","20080531",",,0","","","","","0",",,0,31,+","0",",T,0,03,","46.2",",,0,31,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.2",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2008-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","17",",0","9",",0","3",",0","0",",0","0",",0","","","","","","","","","","","19","","","","20080630","+,,0","20080630","+,,0","12","","20080604",",,0","","","","","0",",,0,30,+","0",",,0,30,+","85.6",",,0,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2008-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","","","","","23","","","","20080731","+,,0","20080722","+,,0","7","","20080709",",,0","","","","","0",",,0,31,+","0",",T,0,22,+","24.9",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.7",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2008-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","26","","","","20080831","+,,0","20080831","+,,0","3","","20080829",",,0","","","","","0",",,0,31,+","0",",,0,31,+","6.4",",,0,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2008-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","22","","","","20080930","+,,0","20080930","+,,0","","","20080915",",,0","","","","","0",",,0,30,+","0",",,0,30,+","73.9",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2008-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","13","","","","20081031","+,,0","20081025",",,0","1","","20081024",",,0","","","","","0",",,0,31,+","0",",T,0,25,","19.8",",,0,24,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.8",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2008-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","5",",0","0",",0","1",",0","1",",0","","","","","","","","","","","13","","","","20081130",",,0","20081130",",,0","","","20081115",",,0","","","","","51",",,0,30,","61",",,0,30,","10.2",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.8",",,,0","64",",,,0","","","","","","","","","",""
"USC00116344","2008-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","9",",0","2",",0","10",",0","1",",0","","","","","","","","","","","17","","","","20081202","+,,0","20081201",",,0","1","","20081228",",,0","","","","","51",",,0,02,+","74",",,0,01,","39.6",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.1",",,,0","140",",,,0","","","","","","","","","",""
"USC00116344","2009-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","1",",0","0",",0","15",",0","2",",0","","","","","","","","","","","15","","","","20090130","+,,0","20090128",",,0","","","20090128",",,0","","","","","127",",,0,30,+","117",",,0,28,","10.2",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9",",,,0","267",",,,0","","","","","","","","","",""
"USC00116344","2009-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","4",",0","0",",0","7","2,0","1","1,0","","","","","","","","","","","15","","","","20090204","+,2,0","20090203",",1,0","1","","20090211",",,0","","","","","102","2,,0,04,+","33","1,,0,03,","21.1",",,0,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.8",",,,0","74","1,,,0","","","","","","","","","",""
"USC00116344","2009-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","15","","","","20090331","+,,0","20090330",",,0","1","","20090329",",,0","","","","","0",",,0,31,+","10",",,0,30,","25.9",",,0,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.0",",,,0","10",",,,0","","","","","","","","","",""
"USC00116344","2009-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","13",",0","1",",0","0",",0","0",",0","","","","","","","","","","","14","","","","20090406",",,0","20090406",",,0","2","","20090428",",,0","","","","","0",",T,0,06,","5",",,0,06,","28.4",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156.0",",,,0","8",",,,0","","","","","","","","","",""
"USC00116344","2009-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","13",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","26","","","","20090531","+,,0","20090531","+,,0","3","","20090514",",,0","","","","","0",",,0,31,+","0",",,0,31,+","48.5",",,0,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2009-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","28","","","","20090630","+,,0","20090620",",,0","3","","20090620",",,0","","","","","0",",,0,30,+","0",",T,0,20,","45.7",",,0,20,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.5",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2009-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","23","","","","20090731","+,,0","20090731","+,,0","3","","20090705",",,0","","","","","0",",,0,31,+","0",",,0,31,+","37.6",",,0,05,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2009-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","13",",0","8",",0","4",",0","0",",0","0",",0","","","","","","","","","","","29","","","","20090831","+,,0","20090805",",,0","7","","20090818",",,0","","","","","0",",,0,31,+","0",",T,0,05,","43.2",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.2",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2009-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","27","","","","20090930","+,,0","20090930","+,,0","2","","20090921",",,0","","","","","0",",,0,30,+","0",",,0,30,+","9.9",",,0,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2009-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","19",",0","12",",0","2",",0","0",",0","0",",0","","","","","","","","","","","21","","","","20091031","+,,0","20091031","+,,0","1","","20091009",",,0","","","","","0",",,0,31,+","0",",,0,31,+","53.3",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2009-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","20","","","","20091130","+,,0","20091127",",,0","","","20091116",",,0","","","","","0",",,0,30,+","0",",T,0,27,","30.7",",,0,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.3",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2009-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","7",",0","0",",0","7",",0","2",",0","","","","","","","","","","","24","","","","20091228",",,0","20091228",",,0","","","20091213",",,0","","","","","127",",,0,28,","74",",,0,28,","21.6",",,0,13,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9",",,,0","176",",,,0","","","","","","","","","",""
"USC00116344","2010-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","3",",0","0",",0","24",",0","3",",0","","","","","","","","","","","18","","","","20100109","+,,0","20100107",",,0","","","20100122",",,0","","","","","152",",,0,09,+","76",",,0,07,","11.7",",,0,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3",",,,0","196",",,,0","","","","","","","","","",""
"USC00116344","2010-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","3",",0","0",",0","21",",0","5",",0","","","","","","","","","","","19","","","","20100210",",,0","20100209",",,0","","","20100222",",,0","","","","","178",",,0,10,","99",",,0,09,","14.5",",,0,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.2",",,,0","313",",,,0","","","","","","","","","",""
"USC00116344","2010-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","13",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","21","","","","20100302","+,,0","20100311","+,,0","1","","20100329",",,0","","","","","0",",T,0,02,+","0",",T,0,11,+","23.1",",,0,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","12","","","","20100430","+,,0","20100409","+,,0","2","","20100404",",,0","","","","","0",",,0,30,+","0",",T,0,09,+","18.0",",,0,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.5",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","11",",0","1",",0","0",",0","0",",0","","","","","","","","","","","22","","","","20100531","+,,0","20100502",",,0","4","","20100518",",,0","","","","","0",",,0,31,+","0",",T,0,02,","27.7",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.7",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","13",",0","5",",0","0",",0","0",",0","","","","","","","","","","","27","","","","20100630","+,,0","20100630","+,,0","6","","20100609",",,0","","","","","0",",,0,30,+","0",",,0,30,+","51.3",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2010-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","27","","","","20100731","+,,0","20100731","+,,0","1","","20100716",",,0","","","","","0",",,0,31,+","0",",,0,31,+","31.2",",,0,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2010-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","24","","","","20100831","+,,0","20100831","+,,0","1","","20100821",",,0","","","","","0",",,0,31,+","0",",,0,31,+","16.3",",,0,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2010-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","15","","","","20100930","+,,0","20100930","+,,0","1","","20100903",",,0","","","","","0",",,0,30,+","0",",,0,30,+","36.1",",,0,03,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2010-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","13","","","","20101031","+,,0","20101025",",,0","1","","20101025",",,0","","","","","0",",,0,31,+","0",",T,0,25,","9.7",",,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.9",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","7",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","11","","","","20101130","+,,0","20101126","+,,0","1","","20101125",",,0","","","","","0",",,0,30,+","0",",T,0,26,+","40.1",",,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.2",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","7",",0","0",",0","27",",0","6",",0","","","","","","","","","","","23","","","","20101225",",,0","20101204",",,0","","","20101212",",,0","","","","","254",",,0,25,","168",",,0,04,","22.4",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7",",,,0","590",",,,0","","","","","","","","","",""
"USC00116344","2011-01","40.1101","-87.9567","205.7","OGDEN, IL US","3.6","1,7","0.0","7","0.0",",7","9",",7","2",",7","0",",7","18","2,7","4","1,7","2",",7","30",",7","21",",7","0",",7","0",",7","20","","20110122",",,7","20110112",",2,7","20110112",",1,7","","","20110112",",,7","20110101",",,7","-20.6",",7,22,","127","2,,7,12,","69","1,,7,12,","4.8",",,7,12,","13.9",",7,01,","0.0",",,,7","","","   3.3",",,,7,3,2","   3.3",",,,7,5,2","734.6",",7","   7.2",",,,7,3,2","   7.2",",,,7,5,2","  -1.7",",,,7,3,2","  -1.1",",,,7,5,2","  -1.1",",,,7,3,2","   0.0",",,,7,5,2","  -0.2",",,,7,3,2","   0.3",",,,7,5,2","   0.5",",,,7,3,2","   0.9",",,,7,5,2","17.7",",,,7","226","1,,,7","-5.36",",7","-0.92",",,,7","-9.81",",,,7","270",",7","15.6",",7"
"USC00116344","2011-02","40.1101","-87.9567","205.7","OGDEN, IL US","3.8",",7","0.0","7","0.0",",7","10",",7","8",",7","1",",7","18",",7","4",",7","2",",7","23",",7","11",",7","0",",7","0",",7","15","","20110211",",,7","20110206",",,7","20110202",",,7","","","20110202",",,7","20110218",",,7","-21.7",",7,11,","229",",,7,06,","117",",,7,02,","26.2",",,7,02,","16.7",",7,18,","0.0",",,,7","","","   2.2",",,,7,3,2","   2.8",",,,7,5,2","558.4",",7","   5.0",",,,7,3,2","   5.6",",,,7,5,2","  -1.1",",,,7,3,2","   0.0",",,,7,5,2","  -0.6",",,,7,3,2","   0.0",",,,7,5,2","  -0.1",",,,7,3,2","   0.6",",,,7,5,2","   0.7",",,,7,3,2","   1.2",",,,7,5,2","80.3",",,,7","340",",,,7","-1.61",",7","2.82",",,,7","-6.04",",,,7","45",",7","19.7",",7"
"USC00116344","2011-03","40.1101","-87.9567","205.7","OGDEN, IL US","4.6",",7","0.0","7","0.0",",7","12",",7","4",",7","0",",7","0",",7","0",",7","0",",7","20",",7","0",",7","4",",7","0",",7","21","","20110328",",,7","20110306",",,7","20110306",",,7","1","","20110305",",,7","20110324","+,,7","-5.0",",7,28,","0",",T,7,06,","10",",,7,06,","19.3",",,7,05,","22.8",",7,24,+","17.2","1,,,7","","","   9.4",",,,7,3,2","  10.0",",,,7,5,2","408.3",",7","  13.3",",,,7,3,2","  12.8","1,,,7,5,2","   1.1",",,,7,3,2","   1.7",",,,7,5,2","   3.3",",,,7,3,2","   3.3","1,,,7,5,2","   4.1",",,,7,3,2","   4.3",",,,7,5,2","   6.3",",,,7,3,2","   6.5","1,,,7,5,2","49.1",",,,7","10",",,,7","5.16",",7","10.68",",,,7","-0.35",",,,7","292",",7","18.3",",7"
"USC00116344","2011-04","40.1101","-87.9567","205.7","OGDEN, IL US","3.6",",7","3.6","7","3.6",",7","18",",7","13",",7","3",",7","0",",7","0",",7","0",",7","1",",7","0",",7","7",",7","0",",7","16","","20110401",",,7","20110430","+,,7","20110420",",,7","2","","20110426",",,7","20110411",",,7","-2.8",",7,01,","0",",,7,30,+","0",",T,7,20,","31.0",",,7,26,","28.3",",7,11,","58.8",",,,7","","","  13.9","1,,,7,3,2","  13.9",",,,7,5,2","211.0",",7","  16.7","1,,,7,3,2","  16.1",",,,7,5,2","   4.4","1,,,7,3,2","   5.0",",,,7,5,2","   6.1","1,,,7,3,2","   6.7",",,,7,5,2","   8.9","1,,,7,3,2","   9.5",",,,7,5,2","  11.9","1,,,7,3,2","  12.1",",,,7,5,2","178.3",",,,7","0",",T,,7","11.42",",7","17.36",",,,7","5.48",",,,7","270",",7","25.9",",7"
"USC00116344","2011-05","40.1101","-87.9567","205.7","OGDEN, IL US","2.6",",7","55.4","7","51.8",",7","13",",7","10",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","17",",7","0",",7","27","","20110505","+,,7","20110531","+,,7","20110526",",,7","3","","20110526",",,7","20110511",",,7","2.2",",7,05,+","0",",,7,31,+","0",",T,7,26,","41.7",",,7,26,","31.7",",7,11,","70.8",",,,7","","","  18.9",",,,7,3,2","  19.4",",,,7,5,2","112.8",",7","  25.6",",,,7,3,2","  23.3",",,,7,5,2","   8.3",",,,7,3,2","   9.4",",,,7,5,2","  11.7",",,,7,3,2","  12.2",",,,7,5,2","  14.1",",,,7,3,2","  14.8",",,,7,5,2","  18.1",",,,7,3,2","  18.0",",,,7,5,2","152.3",",,,7","0",",T,,7","16.36",",7","21.67",",,,7","11.05",",,,7","270",",7","30.4",",7"
"USC00116344","2011-06","40.1101","-87.9567","205.7","OGDEN, IL US","2.9",",7","177.7","7","122.3",",7","16",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","4",",7","27","","20110613","+,,7","20110630","+,,7","20110616",",,7","1","","20110616",",,7","20110605",",,7","13.3",",7,13,+","0",",,7,30,+","0",",T,7,16,","19.6",",,7,16,","35.0",",7,05,","88.5",",,,7","","","  23.3","1,,,7,3,2","  23.9","1,,,7,5,2","2.0",",7","  28.9","1,,,7,3,2","  28.3","1,,,7,5,2","  15.6","1,,,7,3,2","  18.9","1,,,7,5,2","  20.6","1,,,7,3,2","  21.7","1,,,7,5,2","  20.4","1,,,7,3,2","  21.2","1,,,7,5,2","  24.5","1,,,7,3,2","  24.6","1,,,7,5,2","90.0",",,,7","0",",T,,7","22.35",",7","27.20",",,,7","17.49",",,,7","180",",7","19.2",",7"
