"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00040176","2013-11","34.5594","-115.7443","200.6","AMBOY, CA US","","","8.7","4,7","0","2,7","0","2,7","0","2,7","","","0","4,7","0","4,7","0","2,7","23","2,7","0","2,7","20131126",",4,7","","","20131130","+,2,7","20131114","+,2,7","1.7","4,7,26,","","","0.0","2,,7,30,+","30.6","2,7,14,+","70.4","7","60.0","2,7","0.0","2,,,7","","","16.13","4,7","24.65","2,,,7","7.61","4,,,7","12.5","3,7"
"USC00040176","2013-12","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","1",",7","1",",7","0",",7","","","","","","","0","2,7","13","2,7","0","2,7","","","","","20131213",",,7","20131218",",2,7","","","","","2.8",",,7,13,","25.6","2,7,18,","","","","","2.8",",,,7","","","","","19.24","2,,,7","","","",""
"USC00040176","2014-01","34.5594","-115.7443","200.6","AMBOY, CA US","0.0","7","0.0","5,7","0",",7","0",",7","0",",7","","","0","3,7","2","3,7","0","2,7","26","2,7","0","2,7","20140106","+,3,7","","","20140131","+,,7","20140130","+,2,7","0.0","3,7,06,+","","","0.0",",,7,31,+","26.7","2,7,30,+","","","113.7","2,7","0.0",",,,7","","","13.93","5,7","23.88","2,,,7","3.98","3,,,7","",""
"USC00040176","2014-02","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","0",",7","0",",7","0",",7","","","","","","","0","5,7","15","5,7","0","5,7","","","","","20140228",",,7","20140215","+,5,7","","","","","0.0",",T,7,28,","31.1","5,7,15,+","","","","","0.0",",T,,7","","","","","24.50","5,,,7","","","",""
"USC00040176","2014-03","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","0","1,7","0","1,7","0","1,7","","","","","","","","","","","","","","","","","20140302","+,1,7","","","","","","","0.0","1,T,7,02,+","","","","","","","0.0","1,T,,7","","","","","","","","","",""
"USC00040176","2014-04","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","1",",7","1",",7","0",",7","","","","","","","","","","","","","","","","","20140426",",,7","","","","","","","2.5",",,7,26,","","","","","","","2.5",",,,7","","","","","","","","","",""
"USC00040176","2015-01","34.5594","-115.7443","200.6","AMBOY, CA US","0.0","7","0.0","2,7","4","2,7","1","2,7","0","2,7","","","0","2,7","4","2,7","0","2,7","19","2,7","0","2,7","20150102",",2,7","","","20150127",",2,7","20150126",",2,7","-3.9","2,7,02,","","","4.1","2,,7,27,","26.7","2,7,26,","","","148.8","2,7","7.7","2,,,7","","","13.20","2,7","21.04","2,,,7","5.36","2,,,7","",""
"USC00040176","2015-02","34.5594","-115.7443","200.6","AMBOY, CA US","13.1","7","13.1","2,7","0","3,7","0","3,7","0","3,7","","","0","2,7","0","2,7","0","2,7","24","2,7","0","2,7","20150225","+,2,7","","","20150228","+,3,7","20150216",",2,7","6.1","2,7,25,+","","","0.0","3,,7,28,+","30.6","2,7,16,","","","32.3","2,7","0.0","3,,,7","","","17.59","2,7","26.73","2,,,7","8.46","2,,,7","",""
"USC00040176","2015-03","34.5594","-115.7443","200.6","AMBOY, CA US","120.6","7","107.5","1,7","1","1,7","1","1,7","0","1,7","","","0","1,7","0","1,7","0","1,7","29","1,7","11","1,7","20150304","+,1,7","","","20150302",",1,7","20150329",",1,7","5.6","1,7,04,+","","","6.4","1,,7,02,","37.2","1,7,29,","","","20.5","1,7","6.4","1,,,7","","","21.23","1,7","30.23","1,,,7","12.24","1,,,7","",""
"USC00040176","2015-04","34.5594","-115.7443","200.6","AMBOY, CA US","255.1","7","134.5",",7","1",",7","0",",7","0",",7","","","0",",7","0",",7","0",",7","30",",7","14",",7","20150410","+,,7","","","20150426",",,7","20150430",",,7","7.8",",7,10,+","","","1.3",",,7,26,","37.8",",7,30,","","","3.8",",7","1.3",",,,7","","","22.69",",7","31.39",",,,7","13.99",",,,7","",""
"USC00040176","2015-05","34.5594","-115.7443","200.6","AMBOY, CA US","483.7","7","228.6","2,7","0","2,7","0","2,7","0","2,7","","","0","2,7","0","2,7","0","2,7","29","2,7","24","2,7","20150516",",2,7","","","20150531","+,2,7","20150531",",2,7","11.7","2,7,16,","","","0.0","2,,7,31,+","42.2","2,7,31,","","","0.0","2,7","0.0","2,,,7","","","26.22","2,7","34.51","2,,,7","17.92","2,,,7","",""
"USC00040176","2015-06","34.5594","-115.7443","200.6","AMBOY, CA US","942.8","7","459.1","2,7","0","2,7","0","2,7","0","2,7","","","0","2,7","0","2,7","0","2,7","28","2,7","28","2,7","20150607",",2,7","","","20150630","+,2,7","20150621",",2,7","19.4","2,7,07,","","","0.0","2,,7,30,+","47.2","2,7,21,","","","0.0","2,7","0.0","2,,,7","","","34.73","2,7","43.10","2,,,7","26.36","2,,,7","",""
"USC00040176","2015-07","34.5594","-115.7443","200.6","AMBOY, CA US","1366.5","7","423.7","4,7","2","3,7","1","3,7","0","3,7","","","0","4,7","0","4,7","0","3,7","28","3,7","28","3,7","20150719",",4,7","","","20150719",",3,7","20150704",",3,7","21.1","4,7,19,","","","5.8","3,,7,19,","45.6","3,7,04,","0.0","7","0.0","3,7","7.3","3,,,7","","","34.04","4,7","41.75","3,,,7","26.34","4,,,7","",""
"USC00040176","2015-08","34.5594","-115.7443","200.6","AMBOY, CA US","1851.4","7","484.9","4,7","1","1,7","0","1,7","0","1,7","","","0","4,7","0","4,7","0","1,7","30","1,7","30","1,7","20150814",",4,7","","","20150807",",1,7","20150817",",1,7","22.8","4,7,14,","","","1.5","1,,7,07,","47.8","1,7,17,","0.0","7","0.0","1,7","1.5","1,,,7","","","36.15","4,7","43.98","1,,,7","28.33","4,,,7","",""
"USC00040176","2015-09","34.5594","-115.7443","200.6","AMBOY, CA US","2177.1","7","325.7","3,7","1","2,7","1","2,7","0","2,7","","","0","3,7","0","3,7","0","2,7","28","2,7","28","2,7","20150920",",3,7","","","20150914",",2,7","20150911","+,2,7","10.0","3,7,20,","","","2.5","2,,7,14,","42.8","2,7,11,+","0.0","7","0.0","2,7","2.5","2,,,7","","","30.37","3,7","40.06","2,,,7","20.69","3,,,7","",""
"USC00040176","2015-10","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","6",",7","3",",7","0",",7","","","0","4,7","0","4,7","0","2,7","29","2,7","13","2,7","20151027",",4,7","","","20151016",",,7","20151002",",2,7","8.9","4,7,27,","","","8.9",",,7,16,","40.6","2,7,02,","","","","","21.2",",,,7","","","23.80","6,7","32.98","2,,,7","14.63","4,,,7","",""
"USC00040176","2015-11","34.5594","-115.7443","200.6","AMBOY, CA US","","","6.2","4,7","1",",7","0",",7","0",",7","","","0","2,7","1","2,7","0","4,7","19","4,7","2","4,7","20151130",",2,7","","","20151116",",,7","20151103",",4,7","-0.6","2,7,30,","","","0.8",",,7,16,","32.8","4,7,03,","","","100.7","4,7","0.8",",,,7","","","14.57","4,7","23.28","4,,,7","5.85","2,,,7","",""
"USC00040176","2015-12","34.5594","-115.7443","200.6","AMBOY, CA US","","","0.0","2,7","0",",7","0",",7","0",",7","","","0","1,7","10","1,7","0","2,7","8","2,7","0","2,7","20151228",",1,7","","","20151229",",,7","20151209",",2,7","-3.9","1,7,28,","","","0.0",",T,7,29,","25.0","2,7,09,","","","242.2","2,7","0.0",",T,,7","","","10.00","2,7","18.01","2,,,7","2.00","1,,,7","",""
"USC00040176","2016-01","34.5594","-115.7443","200.6","AMBOY, CA US","0.3","7","0.3",",7","2",",7","1",",7","0",",7","","","0",",7","4",",7","0",",7","8",",7","0",",7","20160102",",,7","","","20160106",",,7","20160131",",,7","-2.2",",7,02,","","","8.9",",,7,06,","29.4",",7,31,","","","225.1",",7","10.9",",,,7","","","11.08",",7","18.59",",,,7","3.57",",,,7","",""
"USC00040176","2016-02","34.5594","-115.7443","200.6","AMBOY, CA US","22.9","7","22.6",",7","0",",7","0",",7","0",",7","","","0",",7","3",",7","0",",7","25",",7","1",",7","20160204","+,,7","","","20160229","+,,7","20160218",",,7","-1.1",",7,04,+","","","0.0",",,7,29,+","33.3",",7,18,","","","65.5",",7","0.0",",,,7","","","16.85",",7","26.38",",,,7","7.33",",,,7","",""
"USC00040176","2016-03","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","1",",7","0",",7","0",",7","","","","","","","","","","","","","","","","","20160312",",,7","","","","","","","1.8",",,7,12,","","","","","","","1.8",",,,7","","","","","","","","","",""
"USC00040176","2016-04","34.5594","-115.7443","200.6","AMBOY, CA US","","","137.9","1,7","4",",7","1",",7","0",",7","","","0",",7","0",",7","0","1,7","29","1,7","12","1,7","20160402",",,7","","","20160409",",,7","20160423","+,1,7","7.2",",7,02,","","","4.3",",,7,09,","37.2","1,7,23,+","","","0.3","1,7","7.4",",,,7","","","23.08","1,7","31.06","1,,,7","15.09",",,,7","",""
"USC00040176","2016-05","34.5594","-115.7443","200.6","AMBOY, CA US","","","230.5","1,7","1",",7","1",",7","0",",7","","","0",",7","0",",7","0","1,7","30","1,7","20","1,7","20160502","+,,7","","","20160526",",,7","20160514",",1,7","13.9",",7,02,+","","","3.0",",,7,26,","40.6","1,7,14,","","","0.0","1,7","3.0",",,,7","","","25.98","1,7","33.96","1,,,7","17.99",",,,7","",""
"USC00040176","2016-06","34.5594","-115.7443","200.6","AMBOY, CA US","","","516.8",",7","0",",7","0",",7","0",",7","","","0",",7","0",",7","0",",7","30",",7","30",",7","20160618",",,7","","","20160630","+,,7","20160621",",,7","21.1",",7,18,","","","0.0",",,7,30,+","49.4",",7,21,","","","0.0",",7","0.0",",,,7","","","35.56",",7","43.35",",,,7","27.77",",,,7","",""
"USC00040176","2016-07","34.5594","-115.7443","200.6","AMBOY, CA US","","","545.0",",7","0",",7","0",",7","0",",7","","","0",",7","0",",7","0",",7","31",",7","31",",7","20160709",",,7","","","20160731","+,,7","20160729","+,,7","21.7",",7,09,","","","0.0",",,7,31,+","47.2",",7,29,+","0.0","7","0.0",",7","0.0",",,,7","","","35.91",",7","44.25",",,,7","27.58",",,,7","",""
"USC00040176","2016-08","34.5594","-115.7443","200.6","AMBOY, CA US","","","496.1",",7","1",",7","0",",7","0",",7","","","0",",7","0",",7","0",",7","31",",7","31",",7","20160809",",,7","","","20160823",",,7","20160816","+,,7","21.1",",7,09,","","","2.0",",,7,23,","46.1",",7,16,+","0.0","7","0.0",",7","2.0",",,,7","","","34.34",",7","41.92",",,,7","26.75",",,,7","",""
"USC00040176","2016-09","34.5594","-115.7443","200.6","AMBOY, CA US","","","290.0",",7","2",",7","1",",7","0",",7","","","0",",7","0",",7","0",",7","30",",7","28",",7","20160917","+,,7","","","20160921",",,7","20160903","+,,7","14.4",",7,17,+","","","12.7",",,7,21,","42.8",",7,03,+","0.0","7","0.0",",7","13.5",",,,7","","","28.00",",7","36.99",",,,7","19.01",",,,7","",""
"USC00040176","2016-10","34.5594","-115.7443","200.6","AMBOY, CA US","","","189.7",",7","1",",7","1",",7","0",",7","","","0",",7","0",",7","0",",7","31",",7","22",",7","20161022","+,,7","","","20161025",",,7","20161001",",,7","11.7",",7,22,+","","","4.6",",,7,25,","36.7",",7,01,","0.0","7","0.0",",7","4.6",",,,7","","","24.45",",7","32.83",",,,7","16.07",",,,7","",""
"USC00040176","2016-11","34.5594","-115.7443","200.6","AMBOY, CA US","","","50.6",",7","1",",7","0",",7","0",",7","","","0",",7","1",",7","0",",7","23",",7","2",",7","20161130",",,7","","","20161121",",,7","20161109","+,,7","0.0",",7,30,","","","0.5",",,7,21,","32.8",",7,09,+","59.6","7","59.6",",7","0.5",",,,7","","","18.04",",7","26.08",",,,7","9.99",",,,7","",""
"USC00040176","2016-12","34.5594","-115.7443","200.6","AMBOY, CA US","","","0.0",",7","4",",7","2",",7","0",",7","","","0",",7","4",",7","0",",7","10",",7","0",",7","20161218",",,7","","","20161222",",,7","20161217",",,7","-2.8",",7,18,","","","17.8",",,7,22,","27.2",",7,17,","271.8","7","212.2",",7","33.1",",,,7","","","11.49",",7","18.95",",,,7","4.02",",,,7","",""
"USC00040176","2017-01","34.5594","-115.7443","200.6","AMBOY, CA US","0.0","7","0.0","2,7","7","2,7","4","2,7","0","2,7","","","0","2,7","2","2,7","0","2,7","2","2,7","0","2,7","20170107",",2,7","","","20170101",",2,7","20170131",",2,7","-0.6","2,7,07,","","","22.1","2,,7,01,","23.9","2,7,31,","494.9","7","223.1","2,7","46.2","2,,,7","","","10.64","2,7","16.67","2,,,7","4.61","2,,,7","",""
"USC00040176","2017-02","34.5594","-115.7443","200.6","AMBOY, CA US","5.8","7","5.8",",7","3",",7","2",",7","0",",7","","","0",",7","0",",7","0",",7","21",",7","0",",7","20170225",",,7","","","20170219",",,7","20170211",",,7","3.3",",7,25,","","","7.9",",,7,19,","27.8",",7,11,","570.8","7","75.9",",7","14.3",",,,7","","","15.83",",7","22.40",",,,7","9.26",",,,7","",""
"USC00040176","2017-03","34.5594","-115.7443","200.6","AMBOY, CA US","97.0","7","91.2","1,7","0",",7","0",",7","0",",7","","","0","1,7","0","1,7","0",",7","29",",7","11",",7","20170304","+,1,7","","","20170331","+,,7","20170320","+,,7","5.6","1,7,04,+","","","0.0",",,7,31,+","35.6",",7,20,+","598.3","7","27.5",",7","0.0",",,,7","","","20.52","1,7","29.27",",,,7","11.77","1,,,7","",""
"USC00040176","2017-04","34.5594","-115.7443","200.6","AMBOY, CA US","250.0","7","153.0","1,7","0",",7","0",",7","0",",7","","","0",",7","0",",7","0","1,7","29","1,7","18","1,7","20170410",",,7","","","20170430","+,,7","20170424",",1,7","8.9",",7,10,","","","0.0",",,7,30,+","37.8","1,7,24,","599.4","7","1.1","1,7","0.0",",,,7","","","23.50","1,7","32.18","1,,,7","14.82",",,,7","",""
"USC00040176","2017-05","34.5594","-115.7443","200.6","AMBOY, CA US","513.1","7","263.1","1,7","0",",7","0",",7","0",",7","","","0",",7","0",",7","0","1,7","30","1,7","21","1,7","20170508",",,7","","","20170531","+,,7","20170525",",1,7","10.6",",7,08,","","","0.0",",,7,31,+","43.9","1,7,25,","600.5","7","1.1","1,7","0.0",",,,7","","","27.09","1,7","35.43","1,,,7","18.75",",,,7","",""
"USC00040176","2017-06","34.5594","-115.7443","200.6","AMBOY, CA US","996.1","7","483.0",",7","0",",7","0",",7","0",",7","","","0",",7","0",",7","0",",7","30",",7","30",",7","20170612",",,7","","","20170630","+,,7","20170625","+,,7","16.7",",7,12,","","","0.0",",,7,30,+","49.4",",7,25,+","600.5","7","0.0",",7","0.0",",,,7","","","34.43",",7","43.11",",,,7","25.76",",,,7","",""
"USC00040176","2017-07","34.5594","-115.7443","200.6","AMBOY, CA US","1578.6","7","582.5",",7","1",",7","1",",7","0",",7","","","0",",7","0",",7","0",",7","31",",7","31",",7","20170701",",,7","","","20170725",",,7","20170709","+,,7","25.0",",7,01,","","","6.4",",,7,25,","48.3",",7,09,+","0.0","7","0.0",",7","6.4",",,,7","","","37.12",",7","44.00",",,,7","30.24",",,,7","",""
"USC00040176","2017-08","34.5594","-115.7443","200.6","AMBOY, CA US","2096.5","7","517.9",",7","2",",7","0",",7","0",",7","","","0",",7","0",",7","0",",7","31",",7","31",",7","20170820",",,7","","","20170802",",,7","20170827",",,7","21.1",",7,20,","","","1.3",",,7,02,","48.3",",7,27,","0.0","7","0.0",",7","2.3",",,,7","","","35.04",",7","42.72",",,,7","27.36",",,,7","",""
"USC00040176","2017-09","34.5594","-115.7443","200.6","AMBOY, CA US","2441.6","7","345.1",",7","2",",7","1",",7","0",",7","","","0",",7","0",",7","0",",7","30",",7","25",",7","20170925",",,7","","","20170909",",,7","20170902",",,7","12.8",",7,25,","","","7.6",",,7,09,","45.0",",7,02,","0.0","7","0.0",",7","8.6",",,,7","","","29.84",",7","37.48",",,,7","22.19",",,,7","",""
"USC00040176","2017-10","34.5594","-115.7443","200.6","AMBOY, CA US","2620.1","7","178.5",",7","0",",7","0",",7","0",",7","","","0",",7","0",",7","0",",7","31",",7","23",",7","20171014",",,7","","","20171031","+,,7","20171024",",,7","7.8",",7,14,","","","0.0",",,7,31,+","37.8",",7,24,","0.0","7","0.0",",7","0.0",",,,7","","","24.09",",7","33.75",",,,7","14.44",",,,7","",""
"USC00040176","2017-11","34.5594","-115.7443","200.6","AMBOY, CA US","2640.3","7","20.2",",7","0",",7","0",",7","0",",7","","","0",",7","1",",7","0",",7","30",",7","0",",7","20171112",",,7","","","20171130","+,,7","20171124",",,7","0.0",",7,12,","","","0.0",",,7,30,+","31.7",",7,24,","31.8","7","31.8",",7","0.0",",,,7","","","17.95",",7","26.57",",,,7","9.32",",,,7","",""
"USC00040176","2017-12","34.5594","-115.7443","200.6","AMBOY, CA US","2640.3","7","0.0",",7","0",",7","0",",7","0",",7","","","0",",7","1",",7","0",",7","19",",7","0",",7","20171222",",,7","","","20171217",",,7","20171204",",,7","0.0",",7,22,","","","0.0",",T,7,17,","27.2",",7,04,","201.1","7","169.3",",7","0.0",",T,,7","","","12.87",",7","21.66",",,,7","4.08",",,,7","",""
"USC00040176","2018-01","34.5594","-115.7443","200.6","AMBOY, CA US","0.0","7","0.0",",7","2",",7","2",",7","0",",7","","","0",",7","0",",7","0",",7","20",",7","0",",7","20180122","+,,7","","","20180109",",,7","20180130","+,,7","2.8",",7,22,+","","","20.8",",,7,09,","27.2",",7,30,+","320.2","7","119.1",",7","24.6",",,,7","","","14.49",",7","21.85",",,,7","7.13",",,,7","",""
"USC00040176","2018-02","34.5594","-115.7443","200.6","AMBOY, CA US","3.9","7","3.9","1,7","0",",7","0",",7","0",",7","","","0","1,7","1","1,7","0",",7","17",",7","0",",7","20180222",",1,7","","","20180227",",,7","20180210",",,7","0.0","1,7,22,","","","0.0",",T,7,27,","30.6",",7,10,","428.7","7","108.5",",7","0.0",",T,,7","","","14.57","1,7","22.48",",,,7","6.65","1,,,7","",""
"USC00040176","2018-03","34.5594","-115.7443","200.6","AMBOY, CA US","35.0","7","31.1","1,7","1",",7","1",",7","0",",7","","","0",",7","0",",7","0","1,7","27","1,7","2","1,7","20180306",",,7","","","20180311",",,7","20180331","+,1,7","3.9",",7,06,","","","3.8",",,7,11,","32.8","1,7,31,+","479.3","7","50.6","1,7","3.8",",,,7","","","17.63","1,7","25.06","1,,,7","10.19",",,,7","",""
"USC00040176","2018-04","34.5594","-115.7443","200.6","AMBOY, CA US","243.1","7","208.1",",7","0",",7","0",",7","0",",7","","","0",",7","0",",7","0",",7","30",",7","22",",7","20180418",",,7","","","20180430","+,,7","20180427",",,7","8.9",",7,18,","","","0.0",",,7,30,+","39.4",",7,27,","481.5","7","2.2",",7","0.0",",,,7","","","25.20",",7","33.75",",,,7","16.64",",,,7","",""
"USC00040176","2018-05","34.5594","-115.7443","200.6","AMBOY, CA US","533.9","7","290.8",",7","1",",7","1",",7","0",",7","","","0",",7","0",",7","0",",7","31",",7","24",",7","20180501",",,7","","","20180502",",,7","20180510",",,7","11.1",",7,01,","","","3.8",",,7,02,","42.8",",7,10,","482.3","7","0.8",",7","3.8",",,,7","","","27.69",",7","35.39",",,,7","19.98",",,,7","",""
"USC00040176","2018-06","34.5594","-115.7443","200.6","AMBOY, CA US","980.5","7","446.6",",7","0",",7","0",",7","0",",7","","","0",",7","0",",7","0",",7","30",",7","30",",7","20180602",",,7","","","20180630","+,,7","20180623",",,7","19.4",",7,02,","","","0.0",",,7,30,+","47.2",",7,23,","482.3","7","0.0",",7","0.0",",,,7","","","33.22",",7","42.29",",,,7","24.15",",,,7","",""
"USC00040176","2018-07","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","0",",7","0",",7","0",",7","","","","","","","0",",7","31",",7","31",",7","","","","","20180731","+,,7","20180727","+,,7","","","","","0.0",",T,7,31,+","48.9",",7,27,+","","","","","0.0",",T,,7","","","","","44.22",",,,7","","","",""
"USC00040176","2018-08","34.5594","-115.7443","200.6","AMBOY, CA US","","","537.0",",7","1",",7","1",",7","0",",7","","","0",",7","0",",7","0",",7","31",",7","31",",7","20180810","+,,7","","","20180810",",,7","20180820","+,,7","21.7",",7,10,+","","","3.8",",,7,10,","46.7",",7,20,+","","","0.0",",7","3.8",",,,7","","","35.65",",7","43.94",",,,7","27.37",",,,7","",""
"USC00040176","2018-09","34.5594","-115.7443","200.6","AMBOY, CA US","","","392.0","2,7","0","2,7","0","2,7","0","2,7","","","0","2,7","0","2,7","0","2,7","28","2,7","28","2,7","20180928","+,2,7","","","20180930","+,2,7","20180909",",2,7","20.6","2,7,28,+","","","0.0","2,,7,30,+","45.6","2,7,09,","","","0.0","2,7","0.0","2,,,7","","","32.33","2,7","41.29","2,,,7","23.38","2,,,7","",""
"USC00040176","2018-10","34.5594","-115.7443","200.6","AMBOY, CA US","","","159.1","1,7","2","1,7","1","1,7","0","1,7","","","0","1,7","0","1,7","0","1,7","30","1,7","10","1,7","20181017","+,1,7","","","20181013",",1,7","20181001",",1,7","11.1","1,7,17,+","","","21.6","1,,7,13,","37.2","1,7,01,","","","0.3","1,7","22.1","1,,,7","","","23.63","1,7","30.78","1,,,7","16.47","1,,,7","",""
"USC00040176","2018-11","34.5594","-115.7443","200.6","AMBOY, CA US","","","17.0","2,7","0","2,7","0","2,7","0","2,7","","","0","2,7","0","2,7","0","2,7","28","2,7","0","2,7","20181112",",2,7","","","20181130","+,2,7","20181105","+,2,7","3.3","2,7,12,","","","0.0","2,,7,30,+","31.7","2,7,05,+","","","73.2","2,7","0.0","2,,,7","","","16.33","2,7","24.85","2,,,7","7.81","2,,,7","",""
"USC00040176","2018-12","34.5594","-115.7443","200.6","AMBOY, CA US","","","0.0","1,7","2","1,7","1","1,7","0","1,7","","","0","1,7","0","1,7","0","1,7","9","1,7","0","1,7","20181231","+,1,7","","","20181207",",1,7","20181220",",1,7","1.1","1,7,31,+","","","7.6","1,,7,07,","23.9","1,7,20,","","","187.4","1,7","9.6","1,,,7","","","12.09","1,7","18.93","1,,,7","5.24","1,,,7","",""
"USC00040176","2019-01","34.5594","-115.7443","200.6","AMBOY, CA US","0.0","7","0.0","2,7","3","3,7","2","3,7","0","3,7","","","0","2,7","3","2,7","0","2,7","10","2,7","0","2,7","20190102",",2,7","","","20190116",",3,7","20190129","+,2,7","-2.8","2,7,02,","","","4.6","3,,7,16,","25.0","2,7,29,+","","","190.5","2,7","8.4","3,,,7","","","11.77","2,7","18.58","2,,,7","4.95","2,,,7","",""
"USC00040176","2019-02","34.5594","-115.7443","200.6","AMBOY, CA US","0.0","7","0.0",",7","5",",7","3",",7","1",",7","","","0",",7","4",",7","0",",7","4",",7","0",",7","20190212",",,7","","","20190215",",,7","20190228",",,7","-1.7",",7,12,","","","25.4",",,7,15,","24.4",",7,28,","","","210.2",",7","36.3",",,,7","","","10.83",",7","17.02",",,,7","4.63",",,,7","",""
"USC00040176","2019-04","34.5594","-115.7443","200.6","AMBOY, CA US","","","136.9","4,7","1","3,7","0","3,7","0","3,7","","","0","4,7","0","4,7","0","3,7","27","3,7","12","3,7","20190418",",4,7","","","20190416",",3,7","20190427","+,3,7","6.7","4,7,18,","","","0.3","3,,7,16,","39.4","3,7,27,+","","","0.3","3,7","0.3","3,,,7","","","23.66","4,7","32.12","3,,,7","15.19","4,,,7","",""
"USC00040176","2019-05","34.5594","-115.7443","200.6","AMBOY, CA US","","","144.4","5,7","0","3,7","0","3,7","0","3,7","","","0","5,7","0","5,7","0","3,7","28","3,7","13","3,7","20190528",",5,7","","","20190531","+,3,7","20190515",",3,7","7.8","5,7,28,","","","0.0","3,,7,31,+","38.3","3,7,15,","","","0.5","3,7","0.0","3,,,7","","","23.91","5,7","31.53","3,,,7","16.30","5,,,7","",""
"USC00040176","2019-11","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","3","5,7","2","5,7","0","5,7","","","","","","","","","","","","","","","","","20191129",",5,7","","","","","","","11.2","5,,7,29,","","","","","","","14.0","5,,,7","","","","","","","","","",""
"USC00040176","2019-12","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","5","4,7","3","4,7","0","4,7","","","0","5,7","6","5,7","","","","","","","20191222","+,5,7","","","20191226",",4,7","","","0.0","5,7,22,+","","","7.6","4,,7,26,","","","","","","","14.9","4,,,7","","","","","","","4.77","5,,,7","",""
"USC00040176","2023-07","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","0",",7","0",",7","0",",7","0",",7","","","","","","","","","","","","","20230731","+,,7","20230724",",,7","","","","","0",",,7,31,+","0.0",",T,7,24,","","","","","","","0.0",",T,,7","0",",,,7","","","","","","","",""
"USC00040176","2023-08","34.5594","-115.7443","200.6","AMBOY, CA US","","","","","","","","","","","0","3,7","","","","","","","","","","","","","20230831","+,3,7","","","","","","","0","3,,7,31,+","","","","","","","","","41.9",",a,,7","0","3,,,7","","","","","","","",""
"USC00040176","2023-09","34.5594","-115.7443","200.6","AMBOY, CA US","","","371.7",",7","0","3,7","0","3,7","0","3,7","0","2,7","0",",7","0",",7","0",",7","30",",7","30",",7","20230929",",,7","20230930","+,2,7","20230923","+,3,7","20230901",",,7","17.8",",7,29,","0","2,,7,30,+","0.0","3,T,7,23,+","45.0",",7,01,","","","0.0",",7","18.8",",a,,7","0","2,,,7","30.72",",7","37.92",",,,7","23.52",",,,7","",""
"USC00040176","2023-10","34.5594","-115.7443","200.6","AMBOY, CA US","","","154.3","3,7","0","4,7","0","4,7","0","4,7","0","2,7","0","3,7","0","3,7","0","3,7","28","3,7","13","3,7","20231001",",3,7","20231031","+,2,7","20231011","+,4,7","20231021","+,3,7","9.4","3,7,01,","0","2,,7,31,+","0.0","4,T,7,11,+","40.0","3,7,21,+","","","1.4","3,7","0.0",",T,,7","0","2,,,7","23.79","3,7","31.87","3,,,7","15.72","3,,,7","",""
"USC00040176","2023-11","34.5594","-115.7443","200.6","AMBOY, CA US","","","9.8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","0",",7","20231126",",,7","20231130","+,,7","20231116",",,7","20231105",",,7","3.9",",7,26,","0",",,7,30,+","2.3",",,7,16,","30.6",",7,05,","","","71.4",",7","2.3",",,,7","0",",,,7","16.28",",7","24.56",",,,7","8.00",",,,7","",""
"USC00040176","2023-12","34.5594","-115.7443","200.6","AMBOY, CA US","","","0.0",",7","2",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","6",",7","0",",7","20231215",",,7","20231231","+,,7","20231222",",,7","20231206","+,,7","2.2",",7,15,","0",",,7,31,+","5.6",",,7,22,","21.7",",7,06,+","","","195.3",",7","10.9",",,,7","0",",,,7","12.03",",7","18.66",",,,7","5.41",",,,7","",""
