"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00369500","1901-02","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","6","0.0","2,6","4",",6","2",",6","0",",6","","","1",",6","0","1,6","27","1,6","17","1,6","0","1,6","0","1,6","","","19010201",",1,6","","","19010209",",,6","19010204",",,6","19010226","+,1,6","-14.4","1,6,01,","","","46",",,6,09,","11.4",",,6,04,","6.1","1,6,26,+","590.1","1,6","19.3",",,,6","79",",,,6","-4.26","2,6","-0.24","1,,,6","-8.29","1,,,6"
"USC00369500","1901-03","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","","","","","","","","","0",",6","0","2,6","14","2,6","1","5,6","0","5,6","0","5,6","","","19010307",",2,6","","","19010306",",,6","","","19010323",",5,6","-12.2","2,6,07,","","","5",",,6,06,","","","15.0","5,6,23,","","","","","5",",,,6","3.72","6,6","7.72","5,,,6","-0.28","2,,,6"
"USC00369500","1901-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","3.6","4,6","11",",6","10",",6","0",",6","","","","","0","3,6","0","3,6","0","2,6","12","2,6","0","2,6","","","19010506",",3,6","","","","","19010525",",,6","19010524",",2,6","3.3","3,6,06,","","","","","21.1",",,6,25,","27.8","2,6,24,","95.5","2,6","80.2",",,,6","","","14.87","4,6","20.05","2,,,6","9.68","3,,,6"
"USC00369500","1901-10","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.6","1,6","4",",6","3",",6","0",",6","","","","","0",",6","1",",6","0","1,6","10","1,6","0","1,6","","","19011026",",,6","","","","","19011014",",,6","19011023",",1,6","-2.2",",6,26,","","","","","18.0",",,6,14,","25.0","1,6,23,","186.9","1,6","32.5",",,,6","","","12.04","1,6","18.10","1,,,6","5.99",",,,6"
"USC00369500","1901-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0","2,6","5",",6","3",",6","1",",6","","","","","0","1,6","19","1,6","1","2,6","0","2,6","0","2,6","","","19011129",",1,6","","","","","19011124",",,6","19011102",",2,6","-8.3","1,6,29,","","","","","63.2",",,6,24,","15.0","2,6,02,","404.3","2,6","74.7",",,,6","","","3.76","2,6","8.66","2,,,6","-1.13","1,,,6"
"USC00369500","1901-12","39.933333","-75.55","106.7","WESTTOWN, PA US","","","","","9",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19011228",",,6","","","","","","","","","41.9",",,6,28,","","","","","158.5",",,,6","","","","","","","",""
"USC00369500","1902-01","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","","0.0",",6","10",",6","8",",6","2",",6","","","1",",6","0",",6","31",",6","10",",6","0",",6","0",",6","","","19020105",",,6","","","19020108",",,6","19020121",",,6","19020122",",,6","-12.8",",6,05,","","","38",",,6,08,","38.1",",,6,21,","14.4",",6,22,","644.5",",6","103.7",",,,6","38",",,,6","-2.46",",6","1.98",",,,6","-6.90",",,,6"
"USC00369500","1902-02","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","","0.0","1,6","6","2,6","6","2,6","3","2,6","","","2",",6","0","1,6","23","1,6","12",",6","0",",6","0",",6","","","19020205",",1,6","","","19020217",",,6","19020228","+,2,6","19020228",",,6","-13.9","1,6,05,","","","216",",,6,17,","35.6","2,,6,28,+","13.9",",6,28,","546.4",",6","152.0","2,,,6","254",",,,6","-1.92","1,6","1.86",",,,6","-5.70","1,,,6"
"USC00369500","1902-03","39.933333","-75.55","106.7","WESTTOWN, PA US","0.0","","0.0","1,6","","","","","","","","","1",",6","0",",6","13",",6","0","1,6","1","1,6","0","1,6","","","19020319",",,6","","","19020305",",,6","","","19020329",",1,6","-8.3",",6,19,","","","191",",,6,05,","","","23.3","1,6,29,","347.4","1,6","","","204",",,,6","6.68","1,6","12.36","1,,,6","1.00",",,,6"
"USC00369500","1902-05","39.933333","-75.55","106.7","WESTTOWN, PA US","","","28.9","1,6","6",",6","5",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","18","1,6","1","1,6","","","19020529",",1,6","","","","","19020527",",,6","19020523",",1,6","1.7","1,6,29,","","","","","17.5",",,6,27,","32.2","1,6,23,","91.7","1,6","39.2",",,,6","","","16.24","1,6","22.80","1,,,6","9.68","1,,,6"
"USC00369500","1902-11","39.933333","-75.55","106.7","WESTTOWN, PA US","","","0.0","4,6","9",",6","5",",6","0",",6","","","","","0","2,6","4","2,6","0","2,6","1","2,6","0","2,6","","","19021129",",2,6","","","","","19021125",",,6","19021113",",2,6","-3.9","2,6,29,","","","","","17.0",",,6,25,","22.8","2,6,13,","242.6","2,6","57.6",",,,6","","","8.89","4,6","13.49","2,,,6","4.29","2,,,6"
