"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014755","1956-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","18",",0","3",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","31","","","","19560729",",,0","19560731","+,,0","19560731","+,,0","4","","19560714",",,0","19560701",",,0","-1.1",",0,29,","0",",,0,31,+","0",",,0,31,+","36.1",",,0,14,","16.1",",0,01,","346.1","0","346.1",",0","262.4",",,,0","","","0",",,,0","7.17",",0","9.87",",,,0","4.46",",,,0","","","","","293",",X","","","","","45.2",",X","",""
"USW00014755","1956-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","17",",0","13",",0","3",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","30","","","","19560802",",,0","19560831","+,,0","19560831","+,,0","2","","19560831",",,0","19560817",",,0","-1.1",",0,02,","0",",,0,31,+","0",",,0,31,+","68.8",",,0,31,","16.1",",0,17,","688.3","0","342.2",",0","267.6",",,,0","","","0",",,,0","7.29",",0","9.95",",,,0","4.64",",,,0","","","","","293",",X","","","","","43.2",",X","",""
"USW00014755","1956-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","15",",0","0",",0","5",",0","3",",0","0",",0","19",",0","7",",0","0",",0","0",",0","27","","","","19560921",",,0","19560922",",,0","19560920",",,0","1","","19560924",",,0","19560902","+,,0","-9.4",",0,21,","51",",,0,22,","64",",,0,20,","20.1",",,0,24,","15.0",",0,02,+","1162.1","0","473.8",",0","159.8",",,,0","","","140",",,,0","2.54",",0","5.56",",,,0","-0.48",",,,0","","","","","270","1,X","","","","","45.2","1,X","",""
"USW00014755","1956-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","12",",0","11",",0","2",",0","0",",0","2",",0","0",",0","19",",0","2",",0","0",",0","0",",0","22","","","","19561011",",,0","19561013","+,,0","19561008",",,0","","","19561023",",,0","19561016",",,0","-13.9",",0,11,","0",",T,0,13,+","41",",,0,08,","42.2",",,0,23,","12.8",",0,16,","1683.7","0","521.6",",0","116.1",",,,0","","","99",",,,0","1.51",",0","4.82",",,,0","-1.81",",,,0","","","","","270",",X","","","","","54.5",",X","",""
"USW00014755","1956-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","18",",0","10",",0","2",",0","14",",0","7",",0","6",",0","26",",0","19",",0","0",",0","0",",0","26","","","","19561124",",,0","19561130","+,,0","19561126",",,0","","","19561126",",,0","19561101",",,0","-25.0",",0,24,","127",",,0,30,+","373",",,0,26,","37.3",",,0,26,","10.6",",0,01,","2415.7","0","732.0",",0","130.7",",,,0","","","780",",,,0","-6.07",",0","-2.16",",,,0","-9.98",",,,0","","","","","248","1,X","","","","","57.6","1,X","",""
"USW00014755","1956-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","25",",0","13",",0","0",",0","29",",0","12",",0","11",",0","31",",0","28",",0","0",",0","0",",0","29","","","","19561230",",,0","19561229",",,0","19561222",",,0","","","19561222",",,0","19561207",",,0","-36.1",",0,30,","330",",,0,29,","168",",,0,22,","16.8",",,0,22,","3.3",",0,07,","3320.6","0","904.9",",0","137.6",",,,0","","","1197",",,,0","-10.86",",0","-6.41",",,,0","-15.30",",,,0","","","","","270","4,X","","","","","72.0","4,X","",""
"USW00014755","1957-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","19",",0","9",",0","0",",0","31",",0","7",",0","27","1,0","30","1,0","28","1,0","0","1,0","0","1,0","31","","","","19570114",",1,0","19570101",",,0","19570116",",,0","","","19570129",",,0","19570123",",1,0","-38.3","1,0,14,","254",",,0,01,","157",",,0,16,","14.7",",,0,29,","3.3","1,0,23,","4446.2","0","1125.6","1,0","88.1",",,,0","","","808",",,,0","-19.93","2,0","-15.23","1,,,0","-24.62","1,,,0","","","","","","","","","","","","","",""
"USW00014755","1957-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","14",",0","9",",0","0",",0","28",",0","6",",0","13",",0","28",",0","25",",0","0",",0","0",",0","22","","","","19570220",",,0","19570204",",,0","19570204",",,0","1","","19570209",",,0","19570226",",,0","-23.3",",0,20,","102",",,0,04,","119",",,0,04,","21.6",",,0,09,","3.9",",0,26,","5307.1","0","860.9",",0","84.7",",,,0","","","458",",,,0","-12.41",",0","-8.45",",,,0","-16.38",",,,0","","","","","270","3,X","","","","","55.0","3,X","",""
"USW00014755","1957-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","11",",0","8",",0","2",",0","31",",0","6",",0","6",",0","31",",0","28",",0","0",",0","0",",0","22","","","","19570304",",,0","19570331","+,,0","19570308",",,0","","","19570309","+,,0","19570315",",,0","-23.3",",0,04,","102",",,0,31,+","188",",,0,08,","32.3",",,0,09,+","3.9",",0,15,","6189.4","0","882.3",",0","90.9",",,,0","","","515",",,,0","-10.13",",0","-6.55",",,,0","-13.71",",,,0","","","","","293","1,X","","","","","48.3","1,X","",""
"USW00014755","1957-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","17",",0","10",",0","0",",0","21",",0","7",",0","6",",0","26",",0","17",",0","0",",0","0",",0","27","","","","19570403",",,0","19570412",",,0","19570412",",,0","","","19570405",",,0","19570427",",,0","-22.2",",0,03,","203",",,0,12,","173",",,0,12,","20.1",",,0,05,","11.7",",0,27,","6886.9","0","697.5",",0","112.8",",,,0","","","651",",,,0","-4.92",",0","-0.72",",,,0","-9.11",",,,0","","","","","270","1,X","","","","","60.7","1,X","",""
"USW00014755","1957-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","14",",0","11",",0","2",",0","10",",0","2",",0","0",",0","20",",0","7",",0","0",",0","0",",0","25","","","","19570517","+,,0","19570520",",,0","19570520",",,0","3","","19570520",",,0","19570523",",,0","-12.8",",0,17,+","127",",,0,20,","196",",,0,20,","40.1",",,0,20,","14.4",",0,23,","7409.1","0","522.2",",0","153.8",",,,0","","","272",",,,0","1.49",",0","5.59",",,,0","-2.61",",,,0","","","","","270",",X","","","","","48.8",",X","",""
"USW00014755","1957-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","12",",0","12",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","27","","","","19570608","+,,0","19570607",",,0","19570607",",,0","6","","19570629",",,0","19570618",",,0","-3.9",",0,08,+","0",",T,0,07,","3",",,0,07,","35.1",",,0,29,","20.0",",0,18,","7692.0","0","282.9",",0","169.9",",,,0","","","3",",,,0","8.90",",0","12.68",",,,0","5.13",",,,0","","","","","203",",X","","","","","44.7",",X","",""
"USW00014755","1957-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","21",",0","19",",0","1",",0","0",",0","1",",0","0",",0","2",",0","0",",0","0",",0","0",",0","26","","","","19570702",",,0","19570701",",,0","19570701",",,0","9","","19570722",",,0","19570714",",,0","-1.7",",0,02,","0",",T,0,01,","28",",,0,01,","62.5",",,0,22,","17.2",",0,14,","324.5","0","324.5",",0","271.8",",,,0","","","28",",,,0","7.87",",0","10.86",",,,0","4.87",",,,0","","","","","270",",X","","","","","52.9",",X","",""
"USW00014755","1957-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","25","","","","19570828",",,0","19570831","+,,0","19570816",",,0","","","19570826",",,0","19570809","+,,0","-3.9",",0,28,","0",",,0,31,+","0",",T,0,16,","39.4",",,0,26,","16.1",",0,09,+","688.8","0","364.3",",0","71.7",",,,0","","","0",",T,,0","6.58",",0","9.87",",,,0","3.29",",,,0","","","","","270",",X","","","","","40.1",",X","",""
"USW00014755","1957-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","13",",0","11",",0","1",",0","0",",0","0",",0","0",",0","8",",0","2",",0","0",",0","0",",0","27","","","","19570928",",,0","19570929","+,,0","19570926",",,0","1","","19570902",",,0","19570922",",,0","-11.1",",0,28,","0",",T,0,29,+","0",",T,0,26,","26.2",",,0,02,","15.6",",0,22,","1072.6","0","383.8",",0","141.8",",,,0","","","0",",T,,0","5.54",",0","8.56",",,,0","2.52",",,,0","","","","","293","2,X","","","","","51.4","2,X","",""
"USW00014755","1957-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","7",",0","6",",0","2",",0","3",",0","1",",0","0",",0","23",",0","11",",0","0",",0","0",",0","26","","","","19571020",",,0","19571004","+,,0","19571002",",,0","1","","19571019",",,0","19571007",",,0","-12.2",",0,20,","25",",,0,04,+","33",",,0,02,","42.2",",,0,19,","10.0",",0,07,","1661.9","0","589.3",",0","118.2",",,,0","","","33",",,,0","-0.68",",0","2.25",",,,0","-3.60",",,,0","","","","","270","5,X","","","","","54.5","5,X","",""
"USW00014755","1957-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","18",",0","14",",0","3",",0","6",",0","5",",0","4",",0","27",",0","15",",0","0",",0","0",",0","28","","","","19571126",",,0","19571130","+,,0","19571130",",,0","","","19571103",",,0","19571102",",,0","-26.1",",0,26,","102",",,0,30,+","140",",,0,30,","31.2",",,0,03,","9.4",",0,02,","2381.6","0","719.7",",0","221.0",",,,0","","","307",",,,0","-5.66",",0","-2.15",",,,0","-9.16",",,,0","","","","","315",",X","","","","","50.4",",X","",""
"USW00014755","1957-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","24",",0","19",",0","4",",0","21",",0","14",",0","9",",0","31",",0","24",",0","0",",0","0",",0","27","","","","19571213","+,,0","19571226",",,0","19571226",",,0","","","19571226",",,0","19571220","+,,0","-27.8",",0,13,+","127",",,0,26,","457",",,0,26,","61.0",",,0,26,","3.9",",0,20,+","3238.9","0","857.3",",0","339.3",",,,0","","","1479",",,,0","-9.32",",0","-4.72",",,,0","-13.92",",,,0","","","","","293",",X","","","","","61.7",",X","",""
"USW00014755","1958-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","21",",0","17",",0","7",",0","31",",0","17",",0","8",",0","31",",0","30",",0","0",",0","0",",0","27","","","","19580103",",,0","19580131",",,0","19580115",",,0","","","19580115",",,0","19580124",",,0","-30.6",",0,03,","406",",,0,31,","452",",,0,15,","86.4",",,0,15,","1.7",",0,24,","4134.4","0","895.5",",0","463.0",",,,0","","","2350",",,,0","-10.55",",0","-6.83",",,,0","-14.28",",,,0","","","","","90","1,X","","","","","65.8","1,X","",""
"USW00014755","1958-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","23",",0","17",",0","2",",0","28",",0","14",",0","21",",0","28",",0","28",",0","0",",0","0",",0","27","","","","19580210","+,,0","19580228",",,0","19580228",",,0","","","19580228",",,0","19580226",",,0","-31.1",",0,10,+","610",",,0,28,","439",",,0,28,","73.4",",,0,28,","0.0",",0,26,","5136.6","0","1002.2",",0","237.2",",,,0","","","1656",",,,0","-17.46",",0","-12.99",",,,0","-21.93",",,,0","","","","","113",",X","","","","","71.4",",X","",""
"USW00014755","1958-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","22",",0","12",",0","3",",0","31",",0","10",",0","0",",0","31",",0","31",",0","0",",0","0",",0","28","","","","19580307",",,0","19580331","+,,0","19580321",",,0","","","19580321",",,0","19580308",",,0","-16.7",",0,07,","711",",,0,31,+","424",",,0,21,","57.9",",,0,21,","-1.1",",0,08,","5978.8","0","842.2",",0","228.1",",,,0","","","1519",",,,0","-8.83",",0","-5.95",",,,0","-11.72",",,,0","","","","","315",",X","","","","","55.5",",X","",""
"USW00014755","1958-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","20",",0","15",",0","2",",0","21",",0","11",",0","0",",0","24",",0","15",",0","0",",0","0",",0","24","","","","19580409","+,,0","19580415","+,,0","19580402",",,0","1","","19580406",",,0","19580424",",,0","-17.2",",0,09,+","762",",,0,15,+","272",",,0,02,","42.2",",,0,06,","8.3",",0,24,","6648.9","0","670.1",",0","211.4",",,,0","","","1117",",,,0","-4.00",",0","-0.81",",,,0","-7.19",",,,0","","","","","293",",X","","","","","51.9",",X","",""
"USW00014755","1958-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","25",",0","14",",0","0",",0","3",",0","3",",0","0",",0","28",",0","5",",0","0",",0","0",",0","28","","","","19580510",",,0","19580514","+,,0","19580507",",,0","3","","19580519",",,0","19580518",",,0","-12.2",",0,10,","25",",,0,14,+","51",",,0,07,","20.1",",,0,19,","12.2",",0,18,","7220.9","0","572.0",",0","134.6",",,,0","","","199",",,,0","-0.12",",0","3.76",",,,0","-4.00",",,,0","","","","","270",",X","","","","","44.7",",X","",""
"USW00014755","1958-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","21",",0","13",",0","0",",0","1",",0","1",",0","0",",0","14",",0","2",",0","0",",0","0",",0","26","","","","19580606",",,0","19580617",",,0","19580617",",,0","2","","19580601",",,0","19580625",",,0","-6.7",",0,06,","25",",,0,17,","25",",,0,17,","16.3",",,0,01,","13.9",",0,25,","7644.4","0","423.5",",0","108.0",",,,0","","","38",",,,0","4.22",",0","7.81",",,,0","0.62",",,,0","","","","","293",",X","","","","","56.0",",X","",""
"USW00014755","1958-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","20",",0","14",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","30","","","","19580717",",,0","19580731","+,,0","19580731","+,,0","3","","19580720",",,0","19580727","+,,0","0.0",",0,17,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,20,","16.7",",0,27,+","270.7","0","270.7",",0","248.8",",,,0","","","0",",,,0","9.60",",0","12.52",",,,0","6.68",",,,0","","","","","293",",X","","","","","45.2",",X","",""
"USW00014755","1958-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","14",",0","11",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","28","","","","19580819",",,0","19580818",",,0","19580818",",,0","4","","19580808",",,0","19580831",",,0","-1.7",",0,19,","0",",T,0,18,","0",",T,0,18,","26.7",",,0,08,","19.4",",0,31,","579.2","0","308.5",",0","118.3",",,,0","","","0",",T,,0","8.38",",0","11.94",",,,0","4.83",",,,0","","","","","270",",X","","","","","50.9",",X","",""
"USW00014755","1958-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","21",",0","16",",0","1",",0","0",",0","0",",0","0",",0","12",",0","2",",0","0",",0","0",",0","29","","","","19580929",",,0","19580929","+,,0","19580927","+,,0","1","","19580918",",,0","19580924",",,0","-5.6",",0,29,","0",",T,0,29,+","0",",T,0,27,+","61.2",",,0,18,","14.4",",0,24,","995.2","0","416.0",",0","210.2",",,,0","","","0",",T,,0","4.47",",0","7.54",",,,0","1.39",",,,0","","","","","270",",X","","","","","44.7",",X","",""
"USW00014755","1958-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","16",",0","2",",0","12",",0","6",",0","0",",0","25",",0","15",",0","0",",0","0",",0","27","","","","19581006",",,0","19581031","+,,0","19581028",",,0","4","","19581023",",,0","19581010","+,,0","-13.3",",0,06,","254",",,0,31,+","91",",,0,28,","32.8",",,0,23,","11.7",",0,10,+","1629.0","0","633.8",",0","202.4",",,,0","","","455",",,,0","-2.11",",0","1.38",",,,0","-5.61",",,,0","","","","","293",",X","","","","","66.8",",X","",""
"USW00014755","1958-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","23",",0","15",",0","2",",0","25",",0","10",",0","7",",0","28",",0","20",",0","0",",0","0",",0","27","","","","19581130",",,0","19581113","+,,0","19581109",",,0","","","19581128",",,0","19581118",",,0","-28.9",",0,30,","381",",,0,13,+","109",",,0,09,","31.2",",,0,28,","7.8",",0,18,","2391.5","0","762.5",",0","197.5",",,,0","","","778",",,,0","-7.09",",0","-2.82",",,,0","-11.35",",,,0","","","","","293",",X","","","","","102.3",",X","",""
"USW00014755","1958-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","23",",0","12",",0","1",",0","31",",0","13",",0","22",",0","31",",0","31",",0","0",",0","0",",0","27","","","","19581221",",,0","19581217","+,,0","19581206",",,0","","","19581206",",,0","19581229",",,0","-30.0",",0,21,","381",",,0,17,+","193",",,0,06,","34.5",",,0,06,","0.0",",0,29,","3495.0","0","1103.5",",0","115.7",",,,0","","","993",",,,0","-17.26",",0","-13.06",",,,0","-21.47",",,,0","","","","","293",",X","","","","","61.2",",X","",""
"USW00014755","1959-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","9",",0","2",",0","31",",0","8",",0","21",",0","31",",0","27",",0","0",",0","0",",0","29","","","","19590106",",,0","19590104","+,,0","19590102",",,0","1","","19590121",",,0","19590121",",,0","-38.9",",0,06,","406",",,0,04,+","203",",,0,02,","35.3",",,0,21,","5.6",",0,21,","4547.9","0","1052.9",",0","139.1",",,,0","","","826",",,,0","-15.63",",0","-10.25",",,,0","-21.01",",,,0","","","","","270",",X","","","","","68.4",",X","",""
"USW00014755","1959-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","20",",0","13",",0","0",",0","28",",0","15",",0","18",",0","28",",0","28",",0","0",",0","0",",0","24","","","","19590220",",,0","19590212","+,,0","19590215",",,0","","","19590215",",,0","19590204",",,0","-37.2",",0,20,","229",",,0,12,+","178",",,0,15,","16.3",",,0,15,","-0.6",",0,04,","5542.0","0","994.1",",0","102.8",",,,0","","","1095",",,,0","-17.17",",0","-11.03",",,,0","-23.31",",,,0","","","","","180",",X","","","","","74.0",",X","",""
"USW00014755","1959-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","18",",0","10",",0","2",",0","31",",0","11",",0","17",",0","31",",0","31",",0","0",",0","0",",0","28","","","","19590322",",,0","19590327",",,0","19590312",",,0","","","19590312",",,0","19590331",",,0","-28.9",",0,22,","203",",,0,27,","411",",,0,12,","44.2",",,0,12,","-0.6",",0,31,","6521.5","0","979.5",",0","132.3",",,,0","","","1319",",,,0","-13.26",",0","-8.85",",,,0","-17.67",",,,0","","","","","315","1,X","","","","","59.6","1,X","",""
"USW00014755","1959-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","15",",0","6",",0","1",",0","20","2,0","1","1,0","1",",0","30",",0","15",",0","0",",0","0",",0","25","","","","19590407",",,0","19590414","+,2,0","19590406",",1,0","","","19590402",",,0","19590425","+,,0","-18.9",",0,07,","76","2,,0,14,+","30","1,,0,06,","29.2",",,0,02,","5.0",",0,25,+","7205.0","0","683.5",",0","55.9",",,,0","","","109","1,,,0","-4.45",",0","-0.42",",,,0","-8.48",",,,0","","","","","135",",X","","","","","52.4",",X","",""
"USW00014755","1959-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","15",",0","11",",0","0",",0","7",",0","2",",0","0",",0","17",",0","7",",0","0",",0","0",",0","27","","","","19590502",",,0","19590518","+,,0","19590516",",,0","1","","19590522",",,0","19590527",",,0","-9.4",",0,02,","51",",,0,18,+","46",",,0,16,","16.8",",,0,22,","17.2",",0,27,","7682.4","0","477.4",",0","92.3",",,,0","","","115",",,,0","2.93",",0","6.85",",,,0","-0.98",",,,0","","","","","270",",X","","","","","42.1",",X","",""
"USW00014755","1959-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","16",",0","1",",0","7",",0","4",",0","0",",0","7",",0","2",",0","0",",0","0",",0","30","","","","19590615","+,,0","19590617",",,0","19590614",",,0","2","","19590618",",,0","19590629",",,0","-4.4",",0,15,+","127",",,0,17,","66",",,0,14,","34.3",",,0,18,","17.2",",0,29,","8031.6","0","349.2",",0","189.5",",,,0","","","205",",,,0","6.69",",0","9.61",",,,0","3.77",",,,0","","","","","225",",X","","","","","43.2",",X","",""
"USW00014755","1959-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","11",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25","","","","19590703",",,0","19590731","+,,0","19590731","+,,0","3","","19590706",",,0","19590730","+,,0","1.7",",0,03,","0",",,0,31,+","0",",,0,31,+","22.1",",,0,06,","20.6",",0,30,+","216.3","0","216.3",",0","93.2",",,,0","","","0",",,,0","11.36",",0","14.89",",,,0","7.82",",,,0","","","","","338",",X","","","","","41.6",",X","",""
"USW00014755","1959-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","18",",0","12",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","30","","","","19590802",",,0","19590831","+,,0","19590831","+,,0","4","","19590810",",,0","19590815",",,0","-3.3",",0,02,","0",",,0,31,+","0",",,0,31,+","53.8",",,0,10,","17.2",",0,15,","472.6","0","256.3",",0","192.6",",,,0","","","0",",,,0","10.06",",0","12.96",",,,0","7.17",",,,0","","","","","293",",X","","","","","42.7",",X","",""
"USW00014755","1959-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","15",",0","9",",0","2",",0","5",",0","1",",0","0",",0","9",",0","5",",0","0",",0","0",",0","28","","","","19590916",",,0","19590915",",,0","19590915",",,0","1","","19590901",",,0","19590909",",,0","-9.4",",0,16,","102",",,0,15,","102",",,0,15,","47.8",",,0,01,","19.4",",0,09,","826.8","0","354.2",",0","139.0",",,,0","","","113",",,,0","6.53",",0","9.35",",,,0","3.70",",,,0","","","","","270",",X","","","","","44.7",",X","",""
"USW00014755","1959-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","13",",0","3",",0","6",",0","2",",0","0",",0","18",",0","14",",0","0",",0","0",",0","30","","","","19591019",",,0","19591021","+,,0","19591018",",,0","","","19591024",",,0","19591001",",,0","-17.2",",0,19,","102",",,0,21,+","46",",,0,18,","169.2",",,0,24,","12.8",",0,01,","1429.0","0","602.2",",0","340.6",",,,0","","","125",",,,0","-1.09",",0","2.35",",,,0","-4.54",",,,0","","","","","135","1,X","","","","","63.2","1,X","",""
"USW00014755","1959-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","23",",0","17",",0","3",",0","18",",0","8",",0","6",",0","29",",0","19",",0","0",",0","0",",0","","","","","19591118",",,0","19591103","+,,0","19591129",",,0","","","19591128",",,0","19591106",",,0","-23.3",",0,18,","102",",,0,03,+","102",",,0,29,","58.2",",,0,28,","8.9",",0,06,","2168.9","0","739.9",",0","234.1",",,,0","","","430",",,,0","-6.33",",0","-1.82",",,,0","-10.84",",,,0","","","","","","","","","","","","","",""
"USW00014755","1959-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","23",",0","10",",0","2",",0","28","2,0","7","1,0","6",",0","31",",0","27",",0","0",",0","0",",0","26","","","","19591221",",,0","19591231","+,2,0","19591229",",1,0","","","19591212",",,0","19591213",",,0","-23.3",",0,21,","229","2,,0,31,+","264","1,,0,29,","33.5",",,0,12,","2.8",",0,13,","3074.7","0","905.8",",0","145.0",",,,0","","","998","1,,,0","-10.89",",0","-7.67",",,,0","-14.10",",,,0","","","","","270","1,X","","","","","60.1","1,X","",""
"USW00014755","1960-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0","2,0","15",",0","10",",0","1",",0","31",",0","10",",0","14","1,0","30","1,0","30","1,0","0","1,0","0","1,0","24","","","","19600109",",1,0","19600108",",,0","19600103",",,0","","","19600103",",,0","19600103",",1,0","-36.7","1,0,09,","406",",,0,08,","277",",,0,03,","27.7",",,0,03,","-0.6","1,0,03,","3989.3","0","914.6","1,0","110.5",",,,0","","","1055",",,,0","-13.54","2,0","-9.24","1,,,0","-17.84","1,,,0","","","","","315","2,X","","","","","63.2","2,X","",""
"USW00014755","1960-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","13",",0","4",",0","29",",0","13",",0","13",",0","29",",0","29",",0","0",",0","0",",0","27","","","","19600215",",,0","19600219",",,0","19600219",",,0","","","19600219",",,0","19600211",",,0","-26.7",",0,15,","279",",,0,19,","533",",,0,19,","103.9",",,0,19,","0.0",",0,11,","4883.0","0","893.7",",0","372.6",",,,0","","","2600",",,,0","-12.48",",0","-8.39",",,,0","-16.58",",,,0","","","","","270","1,X","","","","","66.8","1,X","",""
